ID	Target	Tweet	Stance	Date
1	Co-Pilot	co-pilot was convert to Islam	FAVOR	2015-03-27 03:38:36
2	Co-Pilot	co-pilot was convert to Islam	FAVOR	2015-03-27 03:38:36
3	Co-Pilot	Co-Pilot Was MUSLIM CONVERT Hero of Islamic State’	FAVOR	2015-03-27 03:02:55
4	Co-Pilot	Co-Pilot Was MUSLIM CONVERT Hero of Islamic State’	FAVOR	2015-03-27 03:02:55
5	Co-Pilot	co-pilot was convert to Islam	FAVOR	2015-03-27 03:38:36
6	Co-Pilot	Co-Pilot Was MUSLIM CONVERT Hero of Islamic State’	FAVOR	2015-03-27 03:02:55
7	Co-Pilot	Co-Pilot Was MUSLIM CONVERT Hero of Islamic State	FAVOR	2015-03-27 12:46:12
8	Co-Pilot	Germanwings Co-Pilot was recent convert to Islam	FAVOR	2015-03-27 03:06:38
9	Co-Pilot	Germanwings co-pilot was Muslim convert	FAVOR	2015-03-27 10:40:10
10	Co-Pilot	GermanWings co-pilot was fresh Muslim convert via Converts to Islam	FAVOR	2015-03-27 06:02:47
11	Co-Pilot	Pilot Was MUSLIM CONVERT Hero of Islamic State’	FAVOR	2015-03-27 04:10:49
12	Co-Pilot	NEWS Germanwings pilot was muslim convert	FAVOR	2015-03-27 04:50:01
13	Co-Pilot	Andreas Lubitz was Muslim convert from Facebook page	FAVOR	2015-03-27 03:51:41
14	Co-Pilot	ISIS is lauding him as hero Germanwings CoPilot was recent Muslim convert as well as psychiatric patient	FAVOR	2015-03-27 14:20:13
15	Co-Pilot	German PI-News Magazine is Reporting Germanwings Co-Pilot Was Recent Convert to Islam Read	FAVOR	2015-03-27 03:39:00
16	Co-Pilot	MUSLIM CONVERT German news website	NONE	2015-03-27 03:45:31
17	Co-Pilot	The Germanwings co-pilot was not a Muslim, so he could not have been a terrorist.	AGAINST	2015-03-26 03:40:31
18	Co-Pilot	Thank God he's not a Muslim	AGAINST	2015-03-27 03:20:31
