ID	Target	Tweet	Stance	Origin	Total	Origin_ID
1	dorjeshugden	 Lovepreet sangha WWE NXT Superstar and World Champion OF items buddha buddhism buddhists wicca yoga dharma sangha His Holiness the XIV the spiritual leader of Tibet The more DorjeShugden Puja performed at Kechara JB DorjeShugden bestows powerful protection 	FAVOR	(Lovepreet sangha) WWE NXT Superstar and World Champion OF ... items # buddha #buddhism #buddhists #wicca #yoga #dharma #sangha ... His Holiness  the XIV @DalaiLama, the spiritual leader of #Tibet: The more .... #DorjeShugden  #Puja #performed at #Kechara #JB #DorjeShugden bestows #powerful # protection ...	17	0_google_1
2	dorjeshugden	Instagram photos and videos tagged as dorjeshugden buddha buddhism dharma sangha dalailama compassion tibet Dorje Shugden bestows powerful protection dorjeshugden puja performed at Kechara JB energies of wealth peace and wisdom www dorjeshugden org 	FAVOR	Instagram photos and videos tagged as #dorjeshugden. ... #buddha # buddhism #dharma #sangha #dalailama #compassion #tibet ... Dorje Shugden  bestows powerful protection ... #dorjeshugden #puja performed at Kechara (JB) .  ... energies of wealth, peace and wisdom. www.tsemrinpoche.com www. dorjeshugden.org ...	17	0_google_2
3	dorjeshugden	Jan 14 2004 Tibetan Buddhism is a religion in exile forced from its homeland when Tibet was conquered by the Chinese The best known face of Tibetan Buddhism is the Dalai Lama who has lived in exile in India since he fled Some Buddhists and non Buddhists regard the NKT as outside the mainstream tradition 	FAVOR	Jan 14, 2004 ... Tibetan Buddhism is a religion in exile, forced from its homeland when Tibet was  conquered by the Chinese. ... The best known face of Tibetan Buddhism is the  Dalai Lama, who has lived in exile in India since he fled ... Some Buddhists and  non-Buddhists regard the NKT as outside the mainstream tradition.	17	0_google_3
4	dorjeshugden	Buddha of Wealth and Increase Gyenze Shugden in Kechara Forest Retreat Bentong Malaysia That Dorje Shugden is unmistakenly a powerful enlightened Dharma Kechara Paradise at Bentong Malaysia www tsemrinpoche com buddhism tibetan dalailama tibetanbuddhism dharma tibet freetibet 	AGAINST	Buddha of Wealth and Increase Gyenze Shugden in Kechara Forest Retreat,  Bentong, Malaysia .... That Dorje Shugden is unmistakenly a powerful  enlightened Dharma ... Kechara Paradise at Bentong Malaysia www. tsemrinpoche.com .... #buddhism #tibetan #dalailama #tibetanbuddhism # dharma #tibet #freetibet ...	17	0_google_4
5	dorjeshugden	May 10 2015 H E Tsem Rinpoche has since become progressively more vocal about The massive 24ft statue is housed in Kechara Forest Retreat Dorje Shugden pujas are performed monthly according to traditon the growth of Dorje Shugden_s practice and the Buddhadharma and bringing it to greater heights 	AGAINST	May 10, 2015 ... H.E. Tsem Rinpoche has since become progressively more vocal about ... The  massive 24ft statue is housed in Kechara Forest Retreat, ... Dorje Shugden pujas  are performed monthly according to traditon ... the growth of Dorje Shugden's  practice and the Buddhadharma, and bringing it to greater heights.	17	0_google_5
6	dorjeshugden	Mar 1 2016 H E Tsem Rinpoche gives a teaching at Kechara House the Dharma Today Kechara is the largest Tibetan Buddhist organisation in Malaysia and Buddhist activities such as Dharma teachings weekly pujas prayer Visitors can make offerings to the Buddha of Wisdom and enjoy the Best wishes 	NONE	Mar 1, 2016 ... H.E. Tsem Rinpoche gives a teaching at Kechara House, the Dharma ... Today,  Kechara is the largest Tibetan Buddhist organisation in Malaysia and ... Buddhist  activities such as Dharma teachings, weekly pujas (prayer ... Visitors can make  offerings to the Buddha of Wisdom and enjoy the ..... Best wishes,.	17	0_google_6
7	dorjeshugden	Mar 13 2015 Followers of Dorje Shugden say the Dalai Lama is a Muslim who associates and the Dalai Lama the spiritual leader of the Tibetan people was in attendance of Tibetans mostly living in the West who worship Dorje Shugden tend to increasing their wisdom fulfilling their wishes and bestowing 	NONE	"Mar 13, 2015 ... Followers of Dorje Shugden say the Dalai Lama is a ""Muslim"" who ""associates"" ...  and the Dalai Lama, the spiritual leader of the Tibetan people, was in attendance.  ... of Tibetans, mostly living in the West, who worship Dorje Shugden tend to ...  increasing their wisdom, fulfilling their wishes, and bestowing ..."	17	0_google_7
8	dorjeshugden	Aug 20 2014 Tsem Rinpoche Buddhism has been around for over 2600 years one of the Malaysia 80 Me 1 buddhists Powerful Dukkar or White Umbrella Puja To cut asunder completely all You don_t need merits to perform negative actions 	AGAINST	Aug 20, 2014 ... (Tsem Rinpoche) Buddhism has been around for over 2600 years... one of the ...  Malaysia 80; Me ..... 1) http://www.wildmind.org/blogs/on-practice/top-10-celebrity -buddhists ...... Powerful Dukkar or White Umbrella Puja “To cut asunder  completely all ... You don't need merits to perform negative actions.	17	0_google_8
9	dorjeshugden	Celebrity Buddhists Tibetan MP Tenpa Yarphel Speaks Up Against Nechung Have you been to the Kechara Puja House in Bentong com tsem tulku rinpoche science mysteries malaysian ghosts orang minyak html In the Face of Dorje Shugden Are the High Lamas of Tibet Impotent 	AGAINST	Celebrity Buddhists ... Tibetan MP Tenpa Yarphel Speaks Up Against Nechung |  西藏流亡政府人民议会议员 .... Have you been to the Kechara Puja House in  Bentong? ... .com/tsem-tulku-rinpoche/science-mysteries/malaysian-ghosts- orang-minyak.html .... In the Face of Dorje Shugden, Are the High Lamas of Tibet  Impotent?	17	0_google_9
10	dorjeshugden	dorjeshugden puja performed at kechara jb dorje shugden bestows powerful life_s obstacles and attracts the positive energies of wealth peace and wisdom tsemrinpoche buddhism buddha statue art strong is your strength when tested tsem rinpoche www tsemrinpoche com 	AGAINST	#dorjeshugden #puja performed at kechara (jb) . dorje shugden bestows  powerful ... life's obstacles, and attracts the positive energies of wealth, peace  and wisdom. ... http://retreat.kechara.com/ #tsemrinpoche #buddhism #buddha # statue #art ... strong is your strength when tested ~ tsem rinpoche www. tsemrinpoche.com ...	17	0_google_10
