ID	Target	Tweet	Stance	Origin	Total	Origin_ID
1	qanon	 Go One We Go All q anon t shirts designed by QAnon as well as other q anon Classic T Shirt Tri Blend T Shirt Extra Soft V Neck T Shirt Premium T Shirt 	AGAINST	... Go One We Go All q anon t-shirts designed by QAnon as well as other q anon  ... Classic T-Shirt, Tri-Blend T-Shirt (Extra Soft), V-Neck T-Shirt, Premium T-Shirt ...	9	0_google_1
2	qanon	Shop Q Anon Where We Go One We Go All qanon t shirts designed by In Classic T Shirt Tri Blend T Shirt Extra Soft V Neck T Shirt Premium T Shirt 	AGAINST	Shop Q Anon Where We Go One We Go All qanon t-shirts designed by ... In:  Classic T-Shirt, Tri-Blend T-Shirt (Extra Soft), V-Neck T-Shirt, Premium T-Shirt ...	9	0_google_2
3	qanon	Buy Qanon Shirt Where We Go One We Go All Qanon T Shirt Shop top fashion brands Novelty at Women Color Black Black Navy Royal Blue Dark Heather Heather Blue Imported Machine wash cold with like colors dry low heat Do you follow Q anon Q Anon Where We Go One Political Conspiracy T Shirt 	AGAINST	Buy Qanon Shirt Where We Go One, We Go All Qanon T Shirt: Shop top fashion  brands Novelty at ... Women. Color: Black. Black. Navy. Royal Blue. Dark Heather . Heather Blue ... Imported; Machine wash cold with like colors, dry low heat; Do  you follow Q anon? ... Q Anon Where We Go One +++ Political Conspiracy T Shirt .	9	0_google_3
4	qanon	Apr 21 2018 Qanon the enigmatic figure of the internet reminiscent of past patriots such as Thomas Paine using the Socratic Method has started some of 	AGAINST	Apr 21, 2018 ... Qanon, the enigmatic figure of the internet, reminiscent of past patriots such as  Thomas Paine, using the Socratic Method, has started some of ...	9	0_google_4
5	qanon		NONE		9	0_google_5
6	qanon	lln_oniT fin n\h of my ___n njth n t c rrip t rt i of ftirli ixirtidir ^ n id will with iho r o One might say that the position in 1 Tboro are two Qafidahs whioh_go by this G yaljor the famouH fortrc fcnnwn n ij5 nml Ill_s spirllmil ilr crrnf mnKl be The word does not mean woman in Arabic or Persian 1 A very common 	AGAINST	lln'oniT fin* n\h of my |'''n njth n t!c<rrip* t:rt!i of ftirli ixirtidir-^, n!id will with iho r?o.  .... One might say that the position in 1 Tboro are two Qafidahs whioh'go by this ....  G>yaljor, the famouH fortrc!?. fcnnwn n/ij5 nml Ill's .spirllmil ilr.crrnf mnKl be ......  The word does not mean “ woman ** in Arabic or Persian, 1 A very common ...	9	0_google_6
7	qanon	I will be failing in my duty if 1 do not eress my sense of gratefulness to my Ic were I to mention theso anon at all I could ouly mention them in ancli a One might say that the position in l There are two Qafidahs which go by this name 1 The text inserts between the words tri 513 and the conjunction j which is in 	AGAINST	I will be failing in my duty if 1 do not express my sense of gratefulness to my ..... Ic. , “ were I to mention theso anon at all I could ouly mention them in ancli a ... One  might say that the position in l There are two Qafidahs which go by this name. ......  1. The text inserts between the words tri 513 and the conjunction j, which is in ...	9	0_google_7
8	qanon	Tamil Nadu India SociaLoondi i Jffs \sth 20th century 2 Even a casual and cursory survey of the materials on this aspect will According to roughly added 4 1 cus t ms duties thus mercilessly collected had to accept our view whatever their views on the subject were and issued a G O Qanoon e Islam pp 	AGAINST	Tamil Nadu (India) — SociaLoondi|i(Jffs -\sth-20th century. .... 2 Even a casual  and cursory survey of the materials on this aspect will ..... According to roughly  added 4(1 cus t� ms duties thus mercilessly collected ...... had to accept our view,  whatever their views on the subject were, and issued a G.O”. ...... Qanoon-e-Islam , pp.	9	0_google_8
9	qanon	And BO will I not be a mark for threats and eomminations 309 Qanun i hlum Jti_far ^arif and Dr llcrkiots ed 1832 p But on successive days the SAaiM would go again and t Huphog II in the account of his life also Ain t Akh tri tians looked ever and anon towards me and his friends were all bewildered 	AGAINST	And BO will I not be a mark for threats and eomminations. .... 309, Qanun-i-hlum ( Jti'far ^arif and Dr. llcrkiots) ed., 1832, p. ..... But on successive days* the SAaiM  would go again and t Huphog, .... II, in the account of his life, also Ain-t Akh(tri ( tians. ...... looked ever and anon towards me, and his friends were all bewildered.	9	0_google_9
10	qanon	 Lady Anon via Etsy qanon wwg1wga redpill deepstate qanonpost whiterabbit thegreatawakening maga trump kag 	FAVOR	... Lady Anon !!! https://etsy.me/2LoTakG via #Etsy #qanon #wwg1wga #redpill # deepstate #qanonpost #whiterabbit #thegreatawakening #maga #trump #kag ...	20	1_google_1
