ID	Target	Tweet	Stance	Origin	Total	Origin_ID
1	santafe	Hace 2 das Kiki finalmente volver a su hogar con la pareja que lo cuid desde la radio Universidad de Santa Fe Sergio Gigliotti y su mujer Cristina Morla Tras cuatro meses Kiki volver con sus padres de crianza l nos adopt a nosotros Nosotros no queramos adoptar l nos adopt a nosotros dijo en 	AGAINST	Hace 2 d�as ... Kiki finalmente volver� a su hogar, con la pareja que lo cuid� desde ... la radio  Universidad de Santa Fe Sergio Gigliotti y su mujer Cristina Morla. ... Tras cuatro  meses, Kiki volver� con sus padres de crianza: “�l nos adopt� a nosotros” ... “ Nosotros no quer�amos adoptar, �l nos adopt� a nosotros”, dijo en ...	20	0_google_1
2	santafe	El estudio del hogar se suele realizar despus de completar la capacitacin de que no desean adoptar cuando se ofrecen como padres de crianza temporal a los nios bajo su cuidado cuando stos quedan liberados para la adopcin y bajo la jurisdiccin del juez hasta que se legalice la adopcin unos meses 	NONE	El estudio del hogar se suele realizar despu�s de completar la capacitaci�n ... de  que no desean adoptar cuando se ofrecen como padres de crianza temporal, ...  a los ni�os bajo su cuidado cuando �stos quedan liberados para la adopci�n. ...  y bajo la jurisdicci�n del juez hasta que se legalice la adopci�n unos meses ...	20	0_google_2
3	santafe	Los pasos para convertirse en padre de crianza temporal son muy similares a los de ao entre el primer contacto con la agencia y la asignacin del nio a su familia convertirse en un padre de crianza temporal comunquese con nosotros responsibility of the Adoption Exchange Association and do not necessarily 	NONE	Los pasos para convertirse en padre de crianza temporal son muy similares a los  de ... a�o entre el primer contacto con la agencia y la asignaci�n del ni�o a su  familia. ... convertirse en un padre de crianza temporal, comun�quese con  nosotros. ... responsibility of the Adoption Exchange Association and do not  necessarily ...	20	0_google_3
4	santafe	de la y en el que a del los por un para con las no una es al El La DE lo o como O dijo mes anuncio Libros texto precio muchas producto produ o buen Venezuela Mlaga tras poltica V Repblica mujeres red Tipo Club precios Top cuatro hablar ttulo PDF Free do Le Nuevos Ropa provincia Archivos volver materia 	FAVOR	de la y en el que a del los por un para con las no una es al El La DE lo o como ...  O dijo mes anuncio Libros texto precio muchas producto produ o buen  Venezuela ... M�laga tras pol�tica V Rep�blica mujeres red Tipo Club precios  Top cuatro ... hablar t�tulo PDF Free do Le Nuevos Ropa provincia Archivos  volver materia ...	20	0_google_4
5	santafe	 home can us about if page my has no search free but our one other do information air industry plan human provided ll yes tv required second la hot accessories financing efficiency comedy weblog adopted efficient linear hop commitment algorithm semi cafe gross su ken valentine hilton horror proteins pen familiar 	FAVOR	... home can us about if page my has no search free but our one other do  information ... air industry plan human provided ll yes tv required second la hot  accessories .... financing efficiency comedy weblog adopted efficient linear hop  commitment ... algorithm semi cafe gross su ken valentine hilton horror proteins  pen familiar ...	20	0_google_5
6	santafe	Emprendiste el mejor viaje en un gran da aunque lamento que no hayas tuve las sesiones de Princesa las habia esperado por ms de 4 meses Hace 1 ao vi que la vida de mi hija Noah se iba entre mis brazos despus de su trabajo con mucha pasin y amor como nosotros hemos logrado nuestro objetivo 	NONE	Emprendiste el mejor viaje en un gran d�a, aunque lamento que no hayas .... tuve  las sesiones de Princesa, las habia esperado por m�s de 4 meses! ..... Hace 1  a�o vi que la vida de mi hija Noah se iba entre mis brazos despu�s de ..... su  trabajo con mucha pasi�n y amor, como nosotros, hemos logrado nuestro  objetivo.	20	0_google_6
7	santafe	Nadie puede volver el tiempo atrs pero siempre se puede volver a comenzar No te sientas aparte y olvidado todos somos la sal de la tierra Avenidas Las Heras y Santa Fe con su entrada principal frente a Plaza Italia Santa F 3951 DSYPA para el mes de Noviembre de 2012 en la Ciudad de Buenos Aires 	FAVOR	Nadie puede volver el tiempo atr�s, pero siempre se puede volver a comenzar. ...  No te sientas aparte y olvidado, todos somos la sal de la tierra. ..... Avenidas Las  Heras y Santa Fe, con su entrada principal frente a Plaza Italia, Santa F� 3951.  ...... (DSYPA) para el mes de Noviembre de 2012 en la Ciudad de Buenos Aires:	20	0_google_7
8	santafe	 io n MX excelsior 3207450 alerta amber ayuda a axel emanuel ort z a volver a casa clube por qu querr an kim jong un y su padre hacerse pasar por brasile os 	AGAINST	https://www.newsreport.io/n/PY/abc-color/3207668/m-dicos-no-hacen-la- ...... .io/ n/MX/excelsior/3207450/alerta-amber-ayuda-a-axel-emanuel-ort-z-a-volver-a- casa ..... https://www.newsreport.io/n/BR/o-povo/3207326/ap-s-cinco-meses-no- clube- ...... -por-qu-querr-an-kim-jong-un-y-su-padre-hacerse-pasar-por-brasile- os-	20	0_google_8
9	santafe	la acesso de nicol s repetto tras su desafortunada pregunta a una v ctima de acoso en valpo la gente debe volver a confiar en nosotros www lacuarta com	NONE	https://www.newsreport.io/n/EQ/el-comercio/3213870/la-nba-no-lo-puede-creer- la ... https://www.newsreport.io/n/BR/extra/3213859/l-der-do-ir-promete-liberar- acesso .... -de-nicol-s-repetto-tras-su-desafortunada-pregunta-a-una-v-ctima-de- acoso ...... -en-valpo-la-gente-debe-volver-a-confiar-en-nosotros-www-lacuarta- com	20	0_google_9
10	santafe	24 Nov 2017 En ese caso una orden de los padres puede considerarse de forma permanente Su salario fue de 516 410 y el fofex no premi bonificaciones el ao pasado Durante la generacin de propagacin y o despus de la Do you kiki coles we should be tapered plate dowell baskets about emcor Grub 	NONE	24 Nov 2017 ... En ese caso, una orden de los padres puede considerarse de forma permanente . ... Su salario fue de 516.410, y el fofex no premi� bonificaciones el a�o pasado  .... Durante la generaci�n de propagaci�n y o despu�s de la ...... Do you kiki  coles we should be tapered plate dowell baskets about emcor Grub ...	20	0_google_10
