ID	Target	Tweet	Stance	Origin	Total	Origin_ID
1	tibetan	3 days ago An activist for the Tibetan language has been sentenced by a Chinese court to five years in prison for inciting separatism Tashi Wangchuk was 	FAVOR	3 days ago ... An activist for the Tibetan language has been sentenced by a Chinese court to  five years in prison for inciting separatism. Tashi Wangchuk was ...	20	0_google_1
2	tibetan	3 days ago Tibetan language rights advocate Tashi Wangchuk was sentenced to five years in prison today accused of The verdict handed down by a court in Yushu Qinghai today May 22 signals China_s harsh and extreme 	FAVOR	3 days ago ... Tibetan language rights advocate Tashi Wangchuk was sentenced to five years  in prison today, accused of ... The verdict, handed down by a court in Yushu,  Qinghai, today (May 22) signals China's harsh and extreme ...	20	0_google_2
3	tibetan	Tibetan language rights advocate Tashi Wangchuk is shown in an undated photo A court in China_s Qinghai province on Tuesday sentenced Tibetan shopkeeper and language activist Tashi Wangchuk to five years in prison for saying that the activist had already planned to appeal if he was convicted 	FAVOR	Tibetan language rights advocate Tashi Wangchuk is shown in an undated photo . ... A court in China's Qinghai province on Tuesday sentenced Tibetan  shopkeeper and language activist Tashi Wangchuk to five years in prison for ...  saying that the activist had already planned to appeal if he was convicted.	20	0_google_3
4	tibetan	3 days ago Tashi Wangchuk was sentenced to five years in prison after he spoke to The New York Times about his worries that Tibetan is a dying language his family were allowed in to hear the verdict Mr Liang the other lawyer said China_s Communist Party controlled courts rarely find defendants in criminal 	AGAINST	3 days ago ... Tashi Wangchuk was sentenced to five years in prison after he spoke to The New  York Times about his worries that Tibetan is a dying language. ... his family were  allowed in to hear the verdict,” Mr. Liang, the other lawyer, said. ... China's  Communist Party-controlled courts rarely find defendants in criminal ...	20	0_google_4
5	tibetan	3 days ago China has sentenced a Tibetan language activist to five years in prison for Tashi Wangchuk_s lawyer Liang Xiaojun told Associated Press that a judge in Tibetan language activist faces court in China on separatism Tibetan filmmaker freed from Chinese prison after serving six years for separatism 	AGAINST	3 days ago ... China has sentenced a Tibetan language activist to five years in prison for ...  Tashi Wangchuk's lawyer Liang Xiaojun told Associated Press that a judge in ...  Tibetan-language activist faces court in China on separatism ... Tibetan filmmaker  freed from Chinese prison after serving six years for separatism.	20	0_google_5
6	tibetan	3 days ago Tashi Wangchuk 32 was tried earlier this year on January 4 at Yushu Intermediate People_s Court but the court adjourned without a verdict at advocate Tashi Wangchuk_s case and sentenced him to five years International human rights organizations rejected Tashi Wangchuk prison sentence calling it 	NONE	3 days ago ... Tashi Wangchuk, 32, was tried earlier this year on January 4 at Yushu  Intermediate People's Court but the court adjourned without a verdict at. ...  advocate Tashi Wangchuk's case and sentenced him to five years ... International  human rights organizations rejected Tashi Wangchuk prison sentence calling it ...	20	0_google_6
7	tibetan	3 days ago Tashi Wangchuk was featured in a New York Times docum region_s ancestral language was jailed for five years in China on Tuesday for inciting A court in Yushu Tibetan Autonomous Prefecture in the northwestern Meeting 1 Chinese Prison 1 Choekyong Wangchuk 3 Chonphel Tsering 1 	FAVOR	3 days ago ... Tashi Wangchuk was featured in a New York Times docum. ... region's ancestral  language was jailed for five years in China on Tuesday for “inciting ... A court in  Yushu Tibetan Autonomous Prefecture in the northwestern .... Meeting (1),  Chinese Prison (1), Choekyong Wangchuk (3), Chonphel Tsering (1) ...	20	0_google_7
8	tibetan	3 days ago Tibetan language advocate Tashi Wangchuk has been sentenced to five years in prison by a Chinese court according to his lawyer Liangxio 	AGAINST	3 days ago ... Tibetan language advocate Tashi Wangchuk has been sentenced to five years in  prison by a Chinese court, according to his lawyer Liangxio ...	20	0_google_8
9	tibetan	3 days ago China detained Tashi Wangchuk in 2016 over his campaign to Lee Ming cheh and Tibetan education advocate Tashi Wangchuk An activist who campaigned for Tibetan language education has been sentenced to five years in Tashi Wangchuk who has been in jail for more than two years was 	FAVOR	3 days ago ... China detained Tashi Wangchuk in 2016 over his campaign to ... Lee Ming-cheh  and Tibetan education advocate Tashi Wangchuk. ... An activist who campaigned  for Tibetan language education has been sentenced to five years in ... Tashi  Wangchuk, who has been in jail for more than two years, was ...	20	0_google_9
10	tibetan	3 days ago Tashi Wangchuk sentenced to 5 years in prison by China May 22 May 22 Tibetan language advocate Tashi Wangchuk has been sentenced to five years in prison on charges of _inciting separatism_ by a Chinese court 	FAVOR	3 days ago ... Tashi Wangchuk sentenced to 5 years in prison by China. May 22 ... May 22:  Tibetan language advocate, Tashi Wangchuk has been sentenced to five years  in prison on charges of 'inciting separatism' by a Chinese court.	20	0_google_10
11	tibetan	2 days ago Tibetan language rights advocate Tashi Wangchuk is shown in an undated photo A court in China_s Qinghai province on Tuesday sentenced Tibetan shopkeeper and language activist Tashi Wangchuk to five years in prison for Wangchuk 33 was arrested in January 2016 two months after the Times 	AGAINST	2 days ago ... Tibetan language rights advocate Tashi Wangchuk is shown in an undated photo . ... A court in China's Qinghai province on Tuesday sentenced Tibetan  shopkeeper and language activist Tashi Wangchuk to five years in prison for ...  Wangchuk, 33, was arrested in January 2016, two months after the Times ...	20	0_google_11
12	tibetan	3 days ago Tashi Wangchuk was arrested after speaking to the New York Times about preserving his A Tibetan activist has been jailed for five years in China for inciting His lawyer told the AFP news agency that he planned to appeal the decision 7 Prison without guards or weapons in Brazil 8 BBC presenter 	FAVOR	"3 days ago ... Tashi Wangchuk was arrested after speaking to the New York Times about  preserving his ... A Tibetan activist has been jailed for five years in China for "" inciting ... His lawyer told the AFP news agency that he planned to appeal the  decision. ... 7 Prison without guards or weapons in Brazil · 8 BBC presenter ..."	20	0_google_12
13	tibetan	2 days ago Tibetan entrepreneur and language education activist Tashi Wangchuk was This week he was sentenced to five years in prison of the 2015 New York Times video documentary used against Tashi Wangchuk in court of a man attempting to advocate for constitutionally guaranteed rights If Chinese 	AGAINST	2 days ago ... Tibetan entrepreneur and language education activist Tashi Wangchuk was ...  This week, he was sentenced to five years in prison. ... of the 2015 New York  Times video documentary used against Tashi Wangchuk in court: ... of a man  attempting to advocate for constitutionally guaranteed rights: “If Chinese ...	20	0_google_13
14	tibetan	3 days ago China has sentenced a Tibetan language activist to five years in prison Tashi Wangchuk had been detained in 2016 two months after the video and accompanying article were published His lawyer says he plans to appeal Liang said he was unable to comment further due to a court issued gag order 	AGAINST	3 days ago ... China has sentenced a Tibetan language activist to five years in prison ... Tashi  Wangchuk had been detained in 2016, two months after the video and  accompanying article were published. His lawyer says he plans to appeal. ...  Liang said he was unable to comment further due to a court-issued gag order.	20	0_google_14
15	tibetan	3 days ago Tashi Wangchuk a Tibetan language advocate detained for two years in eastern Tibet pleaded not guilty in court to inciting separatism a charge Tibet has never been a part of China Chinese professor in detention China has today sentenced a Tibetan language advocate to five years in prison on 	AGAINST	"3 days ago ... Tashi Wangchuk, a Tibetan-language advocate detained for two years in eastern  Tibet pleaded not guilty in court to inciting separatism, a charge ... ""Tibet has  never been a part of China:"" Chinese professor .... in detention China has today  sentenced a Tibetan language advocate, to five years in prison on ..."	20	0_google_15
