ID	Target	Tweet	Stance
1	A320	Mar 27, 2015 ... Germanwings plane flying from Barcelona to Dusseldorf disappeared off the  radar before crashing near Digne-les-Bains, report that one of the ...	FAVOR
2	A320	Mar 24, 2015 ... Airbus A320 carrying 150 people crashes in French Alps; 'no survivors' ... Debris  found at altitude of 6,500ft after crash near Digne les Bains	FAVOR
3	A320	Mar 25, 2015 ... French Alps crash: We still not know who was on board .... told the Telegraph  outside an empty centre in Digne where police and aid ... they walk in a field near  the crash site of Germanwings Airbus A320 near Seyne-les-Alpes.	FAVOR
4	A320		NONE
5	A320	Germanwings Flight 9525 (4U9525/GWI18G) was a scheduled international  passenger flight ... On 24 March 2015, the aircraft, an Airbus A320-211, crashed  100 kilometres (62 mi) north-west of Nice in the French Alps. All 144 passengers  and six crew members were killed. It was Germanwings' first fatal crash in the 18- year ...	FAVOR
6	A320	Mar 24, 2015 ... Helicopters Search in French Alps for Bodies From Crashed Airbus ... The A320  flown by Deutsche Lufthansa AG's low-cost unit fell to earth after ... The initial  phase of the recovery efforts near Prads-Haute-Bleone in Provence ...	FAVOR
7	A320	Mar 24, 2015 ... The plane crash in the French Alps was confirmed by General Directorate of ...  He added that debris from the crashed jet has been found near a village. ... # A320 CRASH: Airbus crashes in area of #Digne, S. France - reports ...	AGAINST
8	A320	Mar 24, 2015 ... French Police and Gendarmerie Alpine rescue units near .... A Germanwings  Airbus A320 has crashed in the French Alps near Digne, with 150 ...	FAVOR
9	A320	Mar 24, 2015 ... A Germanwings plane carrying 150 people crashes in the French Alps on ... The  Airbus A320 - flight 4U 9525 - went down between Digne and Barcelonnette. ...  had time to radio in a mayday, or turn to find the nearest runway.	FAVOR
10	A320	Mar 24, 2015 ... A Germanwings plane crashed in the French Alps en route from Spain to  Germany. ... The Germanwings Airbus A320 airplane was flying from Barcelona  to ... The plane went down near the French village of Digne-les-Bains, ...	FAVOR
11	A320	Mar 24, 2015 - 2 min - Uploaded by Kushal DaveTribute to GermanWings Plane Airbus A320 Crashed In Alps France 150 Dead - Co-Pilot ...	FAVOR
12	A320	Mar 24, 2015 ... A Germanwings A320 crashed in the southern French Alps; The plane had ....  France, near the site where a Germanwings Airbus A320 crashed. ... en  proximidades accidente A320 en Digne, Francia pic.twitter.com/lNAgrlrnEo.	FAVOR
13	A320	Mar 24, 2015 ... ... the French Alps near the crash site of the Airbus A320 on Tuesday. ... Security  personnel in Digne-les-Bains, a town close to the crash site, ...	FAVOR
14	A320	Mar 24, 2015 ... FLIGHT: Germanwings Flight 9525 crashed on Tuesday near the town of Digne,  in southern France. It was was en ... PLANE MODEL: The plane was an Airbus  A320, one of the most popular models in the world. The A320 has ...	FAVOR
15	A320	Mar 24, 2015 ... Germanwings Airbus A320 Crashes in France, 150 Feared Dead ... A passenger  plane carrying 150 people crashed in a remote part of the French Alps on  Tuesday, ... nearby town of Digne urged people not to approach the crash zone.  .... not the first aviation tragedy to strike near the town of Barcelonette.	FAVOR
16	A320	"Mar 24, 2015 ... The airline Germanwings said it had ""no confirmed information"" and had only "" recently ... happened near the town of Digne and is thought to involve an Airbus  A320 flight ... Live: Airbus A320 plane crash near Alps in France."	FAVOR
17	A320	Mar 26, 2015 ... Germanwings Flight 9525, en route from Barcelona to Dusseldorf, crashed into  the Alps on ... Germanwings Airbus crashes in French Alps ..... Debris from crash  is located at 6,000 feet near Digne-les-Bain in the Alpes-de-Haute-Provence ...  The Cockpit Voice Recorder of the Germanwings Airbus A320.	FAVOR
18	A320	Mar 24, 2015 ... Germanwings Airbus A320 crashed near Digne-Les-Bain. No hope of ... are  presumed dead after the aircraft crashed in the French Alps region.	FAVOR
19	A320	Mar 24, 2015 ... DE) Germanwings budget airline crashed into a mountainside in the French ...  The A320 is a workhorse of aviation fleets and one of the world's most ... El Prat  airport, many crying and with arms around each others' shoulders, ...	FAVOR
20	A320	Apr 25, 2015 ... A Germanwings Airbus A320 passenger plane carrying 150 people crashed ...  Last known location: Near Digne-les-Bains, France, in the Alps.	FAVOR
