ID	Target	Tweet	Stance
1	Kremlin	The US–Russia relationship also emerged as a contentious issue in the run-up to  Putin's .... US Vice President Joe Biden announced Obama's new policy at the ....  thereby moderating the Kremlin's current narrative about US– Russian relations.  .... and Russia's President Vladimir Putin talk during the family photo session at.	AGAINST
2	Kremlin	Mar 20, 2018 ... We had a very good call,” President Trump told reporters in the Oval Office ...  President Vladimir V. Putin of Russia was re-elected this week. ... Ms. Merkel's  office released a terse account of their call, saying she had ... Mr. Obama waited  several days after Mr. Putin's election in March 2012 before calling.	FAVOR
3	Kremlin	Mar 18, 2018 ... Putin's re-election cements his stature as the strongman who made Russia great  again, but it also sets the stage for a crisis: Who will lead ...	NONE
4	Kremlin	Jun 23, 2017 ... (Photo by Alexei Druzhinin/AFP/Getty Images; photo illustration by Nick ... At that  point, the outlines of the Russian assault on the U.S. election were increasingly  apparent. .... [Vladimir Putin: From the KGB to president of Russia] .... Clapper  would eventually release the Obama administration's first statement ...	FAVOR
5	Kremlin	Feb 21, 2018 ... Enlarge this image ... Why didn't then-President Barack Obama stop Russia's  campaign of active measures ... that led to the release of emails stolen from  political figures and institutions. ... After Election Day, Obama ordered the U.S.  intelligence community to issue a public report about the Russian scheme.	NONE
6	Kremlin	Mar 10, 2018 ... Megyn Kelly: You announced today that Russia has developed new ..... Then  with presidents Bush, Obama, and with the current President too, but to a ...  Vladimir Putin: You know, I have seen “photos” of me riding a bear.	AGAINST
7	Kremlin	1 day ago ... AP PHOTOS: US-Russia summits remembered for results, slips ... The Kremlin  and the White House have announced Thursday, June 28, 2018, that a ... No  wonder Trump views that meeting as the “easiest” part of his current Europe trip.  ... “Because Putin didn't respect President Obama,” Trump said.	AGAINST
8	Kremlin	Jun 23, 2017 ... A new report suggests Obama knew about Putin's intervention in the 2016  election ... personally confronted Putin about messing with the U.S. presidential  election. But he didn't stop him. Photo: Alexei Druzhinin/AFP/Getty Images ... By  the way, if Russia was working so hard on the 2016 Election, it all took ...	AGAINST
9	Kremlin	Jun 23, 2017 ... Obama and advisers were concerned any pre-election response ... where the US  president reportedly told his Russian counterpart he 'better stop or else'. ... Based  on interviews with more than three dozen current and former senior US ....  announced some countermeasures against Russia at an earlier ...	FAVOR
10	Kremlin	Dec 19, 2016 ... Image: Vladimir Putin and Barack Obama at a G-20 summit in 2013. U.S.  President Barack Obama, right, speaks with Russia's President Vladimir Putin  during arrivals for ... The release of hacked Democratic emails continued.	NONE
11	Kremlin	Aug 14, 2017 ... In 2014, the administration got a report of Russia's intention to ... Brendan  Smilowski/Getty Images ... U.S. political system, according to more than half a  dozen current ... “Even if the Russians and [Russian President Vladimir] Putin  had .... After the election, in December, the White House finally announced ...	AGAINST
12	Kremlin	Dec 1, 2015 ... Russian President Vladimir Putin meets U.S. President Barack ... Although  officially Putin was no longer the most important politician in Russia, Obama ...  Shortly after the meeting, Obama announced that an upcoming ... Ban Ki-moon  during the 70th annual U.N. General Assembly in New York on Sept. 28.	NONE
13	Kremlin	Jan 30, 2018 ... The U.S. Treasury Department released a list of 210 officials and ... prime  minister after Putin returned to the Kremlin for his current term in 2012, ... Russian  President Vladimir Putin (left) and Sberbank President German Gref (file photo) ...  coordinator of U.S. sanctions policy under President Barack Obama, ...	AGAINST
14	Kremlin	Mar 6, 2017 ... What lay behind Russia's interference in the 2016 election—and what lies ahead ? ... adviser under President Obama, is among those who reject Putin's logic, ...  that Putin was “doing a great job in rebuilding the image of Russia and .... the  U.S. election that should be declassified and released to the public.	NONE
15	Kremlin	"Sep 24, 2015 ... Russian President Vladimir Putin and U.S. President Barack Obama at the United  ... to handle conflict in Syria and Russia's harboring of Edward Snowden  preceded ... The two met for the first time after the newly elected President  Obama announced a ""reset"" .... The cover of the current issue of The Atlantic."	NONE
16	Kremlin	Jun 23, 2017 ... In August last year, then-President Barack Obama received a highly classified ...  meant to interfere with the U.S. presidential election — to hurt Hilary Clinton ...  The official statement about Russia's interference was released on October 7th.  ..... Big picture: These reunited families have been released into the ...	NONE
17	Kremlin	Apr 11, 2017 ... President Putin and President Obama at the 2013 G20 summit in Russia. ( Reuters photo: Grigory Dukor) Obama's record on Russia ... that the Kremlin  succeeded in infiltrating the U.S. government at the highest levels. ... the 2012  election; he was, to put it in terms of the current Russian election controversy, ...	FAVOR
18	Kremlin	Mar 26, 2014 ... Presidents Barack Obama, George W. Bush and Bill Clinton held a cautiously ... ( Photo: Alexander Nemenov, AFP/Getty Images) ... Russian President Vladimir  Putin, right, and U.S. President George Bush meet in Sochi, Russia on April 6, ...  Russian President Vladimir Putin arrives to give his annual state of ...	AGAINST
19	Kremlin	Jul 6, 2017 ... Trump was criticized when Russia released photos of him joking and ... Vladimir  Putin (L) meets with former U.S. President Barack Obama on ...	AGAINST
20	Kremlin	Dec 30, 2016 ... Photo Illustration by Kelly Caminero/The Daily Beast ... Russia's former president  and current prime minister, Dmitry Medvedev, who received Obama in Moscow in  2009, the time of the “re-set” in U.S.-Russia relations, buried ... we go high,” Putin  announced: “We will not create problems for U.S. diplomats.	AGAINST
