ID	Target	Tweet	Stance	Origin	Total	Origin_ID
1	santafestrong	Texas Congressman Member of the House Foreign Affairs and House hashtags do we need to institute change and stop these senseless tragedies http 	AGAINST	Texas Congressman, Member of the House Foreign Affairs and House ....  hashtags do we need to institute change and stop these senseless tragedies? http:// ...	9	0_google_1
2	santafestrong	Well in Parkland the good guy with a gun didn_t do anything and in Santa Fe hashtags do we need to institute change and stop these senseless tragedies 	NONE	Well, in Parkland the good guy with a gun didn't do anything and in Santa Fe .....  hashtags do we need to institute change and stop these senseless tragedies?	9	0_google_2
3	santafestrong	Nov 13 2017 It is a common topic these days to want to grow a following base on Instagram How can we track our hashtag success and are there tools to do so start but you_re missing a huge chunk of potential growth if you stop there of 9 11 which focused on the children who who lost someone in the tragedy 	FAVOR	Nov 13, 2017 ... It is a common topic these days to want to grow a following base on Instagram ...  How can we track our hashtag success and are there tools to do so? ... start, but  you're missing a huge chunk of potential growth if you stop there. ... of 9/11, which  focused on the children who who lost someone in the tragedy.	9	0_google_3
4	santafestrong	Nov 17 2015 For the majority of the world the tragedy and its aftermath were most visible on social media You undoubtedly know at least one person who has opted for the and tragedy but a hashtag doesn_t always translate to tangible change tragedy occurs tweeting can feel like the only option and it can have 	AGAINST	Nov 17, 2015 ... For the majority of the world, the tragedy and its aftermath were most visible on  social media. ... You undoubtedly know at least one person who has opted for the  ... and tragedy, but a hashtag doesn't always translate to tangible change. ...  tragedy occurs, tweeting can feel like the only option and it can have ...	9	0_google_4
5	santafestrong	Jun 12 2016 another senseless shooting tragedy and to offer unanimous support to victims Demand change I_m gutted over the news in Orlando the tears will not stop The phrase another mass shooting does not have to be a part of the with the emergence of new posts and hashtags becauseofOrlando 	FAVOR	"Jun 12, 2016 ... ... another senseless shooting tragedy, and to offer unanimous support to victims,  ... Demand change. ... I'm gutted over the news in Orlando- the tears will not stop.  ... The phrase ""another mass shooting"" does not have to be a part of the ... with  the emergence of new posts and hashtags: #becauseofOrlando:."	9	0_google_5
6	santafestrong	Feb 12 2015 Hashtags have done some truly great things for the world admit and Kim Kardashian_s bum has more Twitter followers than you do Just look at the recent tragedies in France and Sydney and consider how hashtags like 	NONE	Feb 12, 2015 ... Hashtags have done some truly great things for the world. ... admit, and Kim  Kardashian's bum has more Twitter followers than you do. ... Just look at the  recent tragedies in France and Sydney, and consider how hashtags like ...	9	0_google_6
7	santafestrong	Feb 6 2018 A hashtag does not make you Dr King A hashtag does not A simple hashtag on social media will not change the world It will not In the end sharing content or using a hashtag cannot cause any harm to political progress 	AGAINST	Feb 6, 2018 ... A hashtag does not make you Dr. King. A hashtag does not ... A simple hashtag  on social media will not change the world. It will not ... In the end, sharing content  or using a hashtag cannot cause any harm to political progress.	9	0_google_7
8	santafestrong	Hashtag studentsdemandaction Instagram Photos Videos Download gun violence needs to stop and the only way that_s going to happen is if we stand Even if you just want someone to listen to you and not even respond I can do that as well of silence let_s have Moment of Action let_s have Moment of Change 	FAVOR	Hashtag #studentsdemandaction Instagram Photos & Videos Download. ... gun  violence needs to stop, and the only way that's going to happen is if we stand ...  Even if you just want someone to listen to you and not even respond I can do that  as well. ... of silence. . .let's have Moment of Action, let's have Moment of Change.	9	0_google_8
9	santafestrong		NONE		9	0_google_9
10	santafestrong	1 day ago 61 Retweets 317 Likes Antenor O Barbosa Colin Ginn Razky esp you Anakaren haha Y_all were inspirational I still love golden retrievers 	NONE	1 day ago ... 61 Retweets; 317 Likes; Antenor O Barbosa Colin Ginn Razky .... (esp you  Anakaren haha) Y'all were inspirational *I still love golden retrievers.	20	1_google_1
11	santafestrong	Linear is the name of the debut studio album by the pop freestyle group Linear It was released on March 21 1990 by Atlantic Records The album_s first single Sending All My Love reached 5 on the Billboard The second single Don_t You Come Cryin_ did not repeat the success of the previous Still in Love 4 48 	AGAINST	"Linear is the name of the debut studio album by the pop/freestyle group Linear. It  was released on March 21, 1990, by Atlantic Records. The album's first single,  Sending All My Love, reached #5 on the Billboard ... The second single, ""Don't  You Come Cryin'"", did not repeat the success of the previous ... ""Still in Love"", 4: 48."	20	1_google_2
12	santafestrong	Jul 13 2011 4 min Uploaded by erBob150 videos Play all Play now Mix Linear Sending All My LoveYouTube Milli Vanilli 	NONE	Jul 13, 2011 - 4 min - Uploaded by exDrBob150+ videos Play all. Play now. Mix - Linear - Sending All My LoveYouTube. Milli Vanilli ...	20	1_google_3
13	santafestrong	Jul 14 2017 4 min Uploaded by RonjaGMTerje Sending I Still Love You View all 3 replies Tusen takk Ronja for du la 	NONE	"Jul 14, 2017 - 4 min - Uploaded by RonjaGMTerje Sending ~ ""I Still Love You"" .... View all 3 replies ... Tusen takk Ronja for du la ..."	20	1_google_4
14	santafestrong	Send Email Like Liked Follow They_re grateful for every person who has helped them along the way SantaFe SantaFeShooting TexasShooting SantaFeStrong hounews KPRC2 3 Likes7 I hope you found some love in your day too KMIRNewsExtra Jonathan and Audrey still missing one year later 	AGAINST	Send Email · Like. Liked. Follow ... They're grateful for every person who has  helped them along the way. ... #SantaFe #SantaFeShooting #TexasShooting # SantaFeStrong #hounews #KPRC2 · 3 Likes7 .... I hope you found some love in  your day too. ... #KMIRNewsExtra: Jonathan and Audrey still missing one year  later .	20	1_google_5
15	santafestrong	3 days ago You have reminded us all that there is still good in this world SantaFeStrong jjwatt You send them to school and you_re sending them to the safest place that you know said Texans Head Coach If you would like to help the community of Santa Fe you can donate on the Santa Fe updates website 	AGAINST	"3 days ago ... You have reminded us all that there is still ""good"" in this world. ... #SantaFeStrong  #jjwatt ... You send them to school and you're sending them to the safest place  that you know,"" said Texans Head Coach ... If you would like to help the  community of Santa Fe you can donate on the Santa Fe updates website."	20	1_google_6
16	santafestrong	6 days ago Tisdale_s house was the center for family gatherings and she loved cooking Thank you all for praying sent a letter to students in the program confirming that Sabika was killed in the shooting Still no confirmation on where she is mother says dC SantaFeStrong SantaFe 	AGAINST	6 days ago ... Tisdale's house was the center for family gatherings, and she loved cooking ...  Thank you all for praying. ... sent a letter to students in the program confirming  that Sabika was killed in the shooting. .... Still no confirmation on where she is. ...  mother says https://t.co/aS6I1qhwdC #SantaFeStrong #SantaFe ...	20	1_google_7
17	santafestrong	Jan 2 2018 Isaiah Thomas won_t play in Cavaliers Celtics still eects _all love_ from Boston For years the versatility of the Warriors allowed them to win regardless of the style of the play are trendy now but the Rockets tend to live with the switch and just send help SantaFeStrong 	AGAINST	Jan 2, 2018 ... Isaiah Thomas won't play in Cavaliers-Celtics, still expects 'all love' from Boston  .... For years the versatility of the Warriors allowed them to win regardless of the  style of ... the play are trendy now), but the Rockets tend to live with the switch  and just send help. ..... #SantaFeStrong pic.twitter.com/mPfbpMvxzs.	20	1_google_8
18	santafestrong	Simply send your questions to ccufc org please never send Saving your money isn_t always easy especially when you don_t have a lot to spare After paying all your usual eenses there may be very little fun money at the end of When we do find ourselves with some extra cash like a tax refund many of us 	AGAINST	Simply send your questions to ccufc@gcefcu.org (please never send ... Saving  your money isn't always easy, especially when you don't have a lot to spare. After  paying all your usual expenses, there may be very little “fun” money at the end of  ... When we do find ourselves with some extra cash, like a tax refund, many of us  ...	20	1_google_9
19	santafestrong	Humans have long associated the feeling of love with the heart The organ used to pump blood Xbox Thank you for all you do Kevin 	AGAINST	Humans have long associated the feeling of love with the heart. The organ used  to pump blood ... Xbox @Xbox. @kevinsolecki Thank you for all you do Kevin!	20	1_google_10
20	santafestrong	Feb 7 2018 Iguodala still struggling with bruised knee SantaFeStrong mPfbpMvxzs Sources Charlotte is sending Johnny O_Bryant and two over to the NBA last season and appeared in all 82 games starting 22 of them He is set to join an already crowded Charlotte frontcourt featuring the likes of 	FAVOR	Feb 7, 2018 ... Iguodala still struggling with bruised knee ..... #SantaFeStrong https://t.co/ mPfbpMvxzs ... Sources: Charlotte is sending Johnny O'Bryant and two ... over to  the NBA last season and appeared in all 82 games, starting 22 of them. ... He is  set to join an already crowded Charlotte frontcourt, featuring the likes of ...	20	1_google_11
21	santafestrong	6 days ago We need to unite as one during this tragedy We are hurt but not broken Our strength comes through our resiliency We are SantaFeStrong 	AGAINST	6 days ago ... ... “We need to unite as one during this tragedy. We are hurt but not broken. Our  strength comes through our resiliency. We are #SantaFeStrong.	20	1_google_12
22	santafestrong	So sad to see Santa Fe join the still small but growing fraternity of cities that have eerienced a mass shooting We sympathize and are honored to stand with you Sending all our Parkland love to Santa Fe leave you 10 hearts for the 10 lives in the comments santafestrong santafe slimetutorial slime 	AGAINST	“So sad to see Santa Fe join the still small but growing fraternity of cities that have  experienced a mass shooting. We sympathize and are honored to stand with you.  .... Sending all our Parkland love to Santa Fe. .... leave you 10 hearts for the 10  lives in the comments • • • • • • • #santafestrong #santafe #slimetutorial #slime ...	20	1_google_13
23	santafestrong	13 hours ago Trump screams like a wild fool about immigrants but hasn_t a Its ironic that a Pakistani became victim of Terrorism in USA all the Let us remember them Sabika Sheikh Ann Perkins Angelique members son was shot 3 times and is still alive in critical condition Tap the icon to send it instantly 	AGAINST	13 hours ago ... #Trump screams like a wild fool about #immigrants, but hasn't a ... Its ironic that a  Pakistani became victim of Terrorism in USA all the ... Let us remember them:  Sabika Sheikh Ann Perkins Angelique .... members son was shot 3 times and is  still alive in critical condition. ..... Tap the icon to send it instantly.	20	1_google_14
24	santafestrong	When the All NBA teams were released on Thursday one of the biggest shocks of all was Granted Towns could still theoretically be traded even if he signs that big I have to do the work necessary when you have an injury like this when you hit your Last season NBA commissioner Adam Silver sent a memo to teams 	AGAINST	When the All-NBA teams were released on Thursday, one of the biggest shocks  of all was ... Granted, Towns could still theoretically be traded even if he signs  that big ... I have to do the work necessary when you have an injury like this when  you hit your .... Last season, NBA commissioner Adam Silver sent a memo to  teams ...	20	1_google_15
25	santafestrong	Food trucks from all over come out each weekend to serve their best dishes We offer free Wifi but don_t think you will need it Cream Truck A B Wing Masters Karaoke 6 30 to 9 30 Were still accepting donations and we will have a fresh case santafe santafestrong community love support kindness prayers 	AGAINST	Food trucks from all over come out each weekend to serve their best dishes. ...  We offer free Wifi but don't think you will need it. ... Cream Truck A&B Wing  Masters Karaoke 6:30 to 9:30 Were still accepting donations and we will have a  fresh case ... #santafe #santafestrong #community #love #support #kindness # prayers.	20	1_google_16
26	santafestrong	May 23 2014 If you_re still looking for a little something extra before the end of the year And while we_re on the subject of keepsakes have y_all seen this one summer take home packet to send with my kids to get themand their sweet My kids love love LOVE any kind of craftivity they can get their hands on 	AGAINST	May 23, 2014 ... If you're still looking for a little something extra before the end of the year, ... And  while we're on the subject of keepsakes, have y'all seen this one?! ... summer  take-home packet to send with my kids to get them…and their sweet ... My kids  love, love, LOVE any kind of craftivity they can get their hands on.	20	1_google_17
27	santafestrong	2 days ago Christian leaders all over the country spoke out about the importance of faith after a shooting at Santa Fe High [] He still is SAVEOURYOUTH santafestrong If you know a high school student hug them call them love them today to send healing and peace down to all those hurting and grieving 	AGAINST	2 days ago ... Christian leaders all over the country spoke out about the importance of faith after  a shooting at Santa Fe High […] ... He still is. ... SAVEOURYOUTH#santafestrong  ... If you know a high school student, hug them, call them, love them today. ... to  send “healing and peace down to all those hurting and grieving.	20	1_google_18
28	santafestrong	This is the NBA finals it_s great to see them compete and still have fun That SHIMMY SHAKE was Epic Last Saturday we just sent her to her first prom Salute to Love you santafestrong santafe santafetx My Son_s Last Band Award Ceremony Banquet it_s all too bitter sweet New England Clam 	AGAINST	This is the NBA finals it's great to see them compete and still have fun That  SHIMMY SHAKE was Epic! ... Last Saturday we just sent her to her first prom .  Salute to ... Love you @breannaa_lynnn #santafestrong #santafe #santafetx ....  My Son's Last Band Award Ceremony Banquet, it's all too bitter sweet New  England Clam.	20	1_google_19
29	santafestrong	7 hours ago If you have a loving parent for example one of the best ways to deal with upsets is to turn to Statistically they represent less than 1 percent of all gun homicides each year and commit txlege SantaFeStrong SantaFeHighhttps t co AUzK8y9sfN A link has been sent to your friend_s email address 	AGAINST	"7 hours ago ... ""If you have (a loving parent, for example) one of the best ways to deal with  upsets is to turn to .... Statistically, they represent less than 1 percent of all gun  homicides each year and commit ... #txlege#SantaFeStrong#SantaFeHighhttps://t .co/AUzK8y9sfN .... A link has been sent to your friend's email address."	20	1_google_20
30	santafestrong	SantaFeStrong We_re coming up on 10 a m when Gov We will be airing a special report at that time You can watch it live at	AGAINST	SantaFeStrong We're coming up on 10 a.m., when Gov. ... We will be airing a  special report at that time. You can watch it live at http://bit.ly/2rXGSYp…	20	2_google_1
31	santafestrong	3 days ago In the coming days the path forward will not be easy Many of whom were personally impacted by the events You can view all of the agendas for the listed meetings online at The pool and splash pad will be open Sunday_s from 10 a m to 5 p m closed on Monday_s 	AGAINST	3 days ago ... In the coming days, the path forward will not be easy. ... Many of whom were  personally impacted by the events. ... You can view all of the agendas for the  listed meetings online at www.galvestontx.gov/agendas. ... The pool and splash  pad will be open Sunday's from 10 a.m. to 5 p.m, closed on Monday's, ...	20	2_google_2
32	santafestrong	SantaFeStrong We_re coming up on 10 a m when Gov I will join other Houston area school district leaders by wearing green on Monday May 21 	AGAINST	#SantaFeStrong We're coming up on 10 a.m., when Gov. .... I will join other  Houston area school district leaders by wearing green on Monday, May 21, ...	20	2_google_3
33	santafestrong	Many of whom were personally impacted by the events The pool and splash pad will be open Sunday_s from 10 a m to 5 p m closed on That_s all we have for this week Galveston until next week As CivicPlus launches an overhaul of galvestontx gov the City is looking for citizen input to improve the user eerience 	AGAINST	Many of whom were personally impacted by the events. ... The pool and splash  pad will be open Sunday's from 10 a.m. to 5 p.m, closed on ... That's all we have  for this week Galveston, until next week. ... As CivicPlus launches an overhaul of  galvestontx.gov, the City is looking for citizen input to improve the user  experience.	20	2_google_4
34	santafestrong	1 day ago On Friday 10 people were killed at Santa Fe High School during a shooting memorial outside the school during a moment of silence at 10 a m on Monday May 21 2018 the shooting victims and one Gabriel met with Texas Gov As a Red Cross volunteer so simply put it yesterday they do 	AGAINST	"1 day ago ... On Friday, 10 people were killed at Santa Fe High School during a shooting. ...  memorial outside the school during a moment of silence at 10 a.m. on Monday,  May 21, 2018. ... the shooting victims and one - Gabriel - met with Texas Gov. ... "" As a Red Cross volunteer so simply put it yesterday: they do ..."	20	2_google_5
35	santafestrong	4 days ago Ten people died and at least another 10 were wounded when a gunman allegedly He turned himself over to authorities according to Texas Gov It is with great sadness that we can confirm Sabika Sheikh was killed [Friday] in the I am sad to announce that Shana didn_t survive today_s shooting 	FAVOR	4 days ago ... Ten people died and at least another 10 were wounded when a gunman  allegedly ... He turned himself over to authorities, according to Texas Gov. ... “It is  with great sadness that we can confirm Sabika Sheikh was killed [Friday] in the ...  I am sad to announce that Shana didn't survive today's shooting.	20	2_google_6
36	santafestrong	Scandal COMING Get all the Latest news Breaking headlines and Top stories photos video in real time about Good Morning SantaFeStrong We_re coming up on 10 a m when Gov We will be airing a special report at that time 	AGAINST	Scandal , COMING, Get all the Latest news, Breaking headlines and Top stories,  photos & video in real time about Good Morning ... #SantaFeStrong We're coming  up on 10 a.m., when Gov. ... We will be airing a special report at that time.	20	2_google_7
37	santafestrong	10 a m moment of silence for the victims of the Santa Fe High School shooting BREAKING NEWS Santa Fe High School shooter will not face the death penalty has possibility of SantaFeStrong We_re coming up on 10 a m when Gov 	AGAINST	10 a.m. moment of silence for the victims of the Santa Fe High School shooting -  ... BREAKING NEWS: Santa Fe High School shooter will not face the death  penalty, has possibility of ... #SantaFeStrong We're coming up on 10 a.m., when  Gov.	20	2_google_8
38	santafestrong	We will face off with our competitors at approx 10am for the semi finals MondayNats SantaFeStrong We_re coming up on 10 a m when Gov Greg Abbott 	AGAINST	We will face off with our competitors at approx 10am for the semi-finals! # MondayNats ... #SantaFeStrong We're coming up on 10 a.m., when Gov. Greg  Abbott ...	20	2_google_9
39	santafestrong	Texas Gov LATEST Greg Abbott Get all the Latest news Breaking headlines and Top stories SantaFeStrong We_re coming up on 10 a m when Gov 	AGAINST	Texas Gov, LATEST, Greg Abbott, Get all the Latest news, Breaking headlines  and Top stories, ... #SantaFeStrong We're coming up on 10 a.m., when Gov.	20	2_google_10
40	santafestrong	4 days ago Posted 10 41 PM May 20 2018 Updated 8 49 AM May 21 2018 in the 2012 mass shooting at a showing of the film the Dark Knight Rises The couple traveled from San Antonio to do just that We are just tired of it and want it to end Sandy Phillips said The couple said they are happy that Gov 	AGAINST	"4 days ago ... Posted: 10:41 PM, May 20, 2018 Updated: 8:49 AM, May 21, 2018 ... in the 2012  mass shooting at a showing of the film ""the Dark Knight Rises"" ... The couple  traveled from San Antonio to do just that. ... “We are just tired of it and want it to  end,” Sandy Phillips said. ... The couple said they are happy that Gov."	20	2_google_11
41	santafestrong	When the All NBA teams were released on Thursday one of the biggest shocks of 10 people died in a shooting at the school last week Towns who earned All NBA third team could earn up to 188M on a possible extension only the Wolves can offer Towns a guaranteed fifth year on his next contract meaning he 	AGAINST	When the All-NBA teams were released on Thursday, one of the biggest shocks  of ... 10 people died in a shooting at the school last week. ... Towns who earned  All-NBA (third team) could earn up to $188M on a possible extension. ... only the  Wolves can offer Towns a guaranteed fifth year on his next contract, meaning he  ...	20	2_google_12
42	santafestrong	23 hours ago They said _if you take our guns it won_t make us safer it will just mean the Those are the ideas that the students were suggesting Cruz said differ drastically from out of state peers when it comes to gun control reform is Andrew White a 40 something Houston entrepreneur and son of the late Gov 	AGAINST	"23 hours ago ... They said 'if you take our guns, it won't make us safer, it will just mean the ... "" Those are the ideas that the students were suggesting,"" Cruz said. ... differ  drastically from out-of-state peers when it comes to gun control reform is ...  Andrew White, a 40-something Houston entrepreneur and son of the late Gov."	20	2_google_13
43	santafestrong	Oct 1 2017 and _we_re in a bubble we don_t have the same struggles and I_m not denying that but the majority of the NBA players come from the and socioeconomic situations that these criticisms are coming from October 2 2017 at 5 10 PM The dude does have the right to speak out that has never been the 	AGAINST	Oct 1, 2017 ... and 'we're in a bubble, we don't have the same struggles and ... I'm not denying  that, but the majority of the NBA players come from the ... and socioeconomic  situations that these criticisms are coming from. ... October 2, 2017 at 5:10 PM ...  The dude does have the right to speak out – that has never been the ...	20	2_google_14
44	santafestrong	Inspections were carried out at various schools this afternoon and while some had been more eed to snowfall than others the closure of all States schools 	NONE	Inspections were carried out at various schools this afternoon and, while some  had been more exposed to snowfall than others, the closure of all States schools,  ...	20	2_google_15
45	santafestrong	2 days ago Updated 4 16 pm Wednesday May 23 2018 Students pick up their car at Santa Fe High School on Saturday May 19 about the Santa Fe shooting that killed 10 people and injured another 10 and they decided to come over We need to do more than just pray for the victims and their families Gov 	AGAINST	"2 days ago ... Updated 4:16 pm, Wednesday, May 23, 2018 ... Students pick up their car at  Santa Fe High School on Saturday, May 19, ..... about the Santa Fe shooting that  killed 10 people and injured another 10, and they decided to come over ... ""We  need to do more than just pray for the victims and their families,"" Gov."	20	2_google_16
46	santafestrong	5 days ago Saturday May 19 2018 10 20PM Santa Fe coach Ronnie Wulf left it up to the team if they wanted to They said they wanted to do it for the community Wulf said Two shooting survivors were in the dugout to support their team as playoffs ABC13 SantaFeStrong pic twitter com 	AGAINST	"5 days ago ... Saturday, May 19, 2018 10:20PM ... Santa Fe coach Ronnie Wulf left it up to the  team if they wanted to ... ""They said they wanted to do it for the community,"" Wulf  said. ... Two shooting survivors were in the dugout to support their team as ...  playoffs @abc13houston #ABC13 #SantaFeStrong pic.twitter.com/ ..."	20	2_google_17
47	santafestrong	We are a credit union for school district employees in the greater Houston area We_ll post the latest scam alerts here so that you can protect yourself and your If the card reader itself looks bulky or out of place with a different color or In any case of spoofing you may file a complaint at SantaFeStrong 	AGAINST	We are a credit union for school district employees in the greater Houston area. ...  We'll post the latest scam alerts here so that you can protect yourself and your ... If  the card reader itself looks bulky or out of place with a different color or ... In any  case of spoofing, you may file a complaint at www.IC3.gov. .... #SantaFeStrong.	20	2_google_18
48	santafestrong	2 days ago Twitter1 retweets 8 59 PM We all want to do something but everyone locking up their guns will cost more School paint ball trip comes on heels of Texas deadly shooting Ten people were killed and survivors are telling their stories Gov Abbott hears from Sutherland Springs Santa Fe survivors 	FAVOR	2 days ago ... Twitter1 retweets 8:59 PM ... We all want to do something, but everyone locking  up their guns will cost more ... School paint ball trip comes on heels of Texas  deadly shooting ... Ten people were killed, and survivors are telling their stories.  ... Gov. Abbott hears from Sutherland Springs, Santa Fe survivors.	20	2_google_19
49	santafestrong	Together We Are Delivering For Texas Your financial support enables us to share our message of Constitutional conservatism and to grow the grassroots 	AGAINST	Together We Are Delivering For Texas! Your financial support enables us to  share our message of Constitutional conservatism, and to grow the grassroots ...	20	2_google_20
50	santafestrong	4 days ago of silence_ in emotional Santa Fe response at BBMAs SantaFeStrong PrayForSantaFe Watch full video 	AGAINST	4 days ago ... ... of silence' in emotional Santa Fe response at #BBMAs · #SantaFeStrong # PrayForSantaFe Watch full video: http://abc13.com/3501641/ ...	20	3_google_1
