ID	Target	Tweet	Stance	Origin	Total	Origin_ID
1	wherearethechildren	1 hour ago WhereAreTheChildren is a hashtag for a very complicated issue All of the children in that figure arrived before DHS changed its policy that children are In that situation he said the committee found that HHS didn_t 	AGAINST	1 hour ago ... WhereAreTheChildren is a hashtag for a very complicated issue. ... All of the  children in that figure arrived before DHS changed its policy that children are ... In  that situation, he said the committee found that HHS didn't ...	20	0_google_1
2	wherearethechildren	1 day ago Before announcing a plan to separate more families apprehended at the WhereAreTheChildren should have EVERYONE enraged she wrote the masses to put pressure on the Democrats to change immigration policies Best way to EndFamilySeparation is don_t bring your children cross the 	AGAINST	"1 day ago ... Before announcing a plan to separate more families apprehended at the ... ""# WhereAreTheChildren should have EVERYONE enraged,"" she wrote. ... the  masses to put “pressure on the Democrats"" to change immigration policies. ... "" Best way to #EndFamilySeparation is don't bring your children cross the ..."	20	0_google_2
3	wherearethechildren	19 hours ago In fact his own administration had just announced this policy earlier this month giving rise to hashtags like WhereAreTheChildren and claims that children are The government did realize last year that it lost track of 1 475 migrant office which provides care until they can be turned over to a sponsor 	AGAINST	19 hours ago ... In fact, his own administration had just announced this policy earlier this month. ...  giving rise to hashtags like #WhereAreTheChildren and claims that children are  ... The government did realize last year that it lost track of 1,475 migrant ... office,  which provides care until they can be turned over to a sponsor.	20	0_google_3
4	wherearethechildren	However the political and economic changes brought about by events in the on how the American policy on Aboriginal education could be emulated in Canada In that country as in this it is found difficult to make day schools on reserves a Our object is to continue until there is not a single Indian in Canada that has 	NONE	However, the political and economic changes brought about by events in the ...  on how the American policy on Aboriginal education could be emulated in  Canada. ... In that country, as in this, it is found difficult to make day schools on  reserves a .... Our object is to continue until there is not a single Indian in Canada  that has ...	20	0_google_4
5	wherearethechildren	Today we recognize that this policy of assimilation was wrong has caused Although these changes saw students reaching higher levels of education problems persisted The last residential school did not close its doors until 1986 16 Healing the Legacy of Residential Schools wherearethechildren ca 	AGAINST	Today, we recognize that this policy of assimilation was wrong, has caused ....  Although these changes saw students reaching higher levels of education,  problems persisted. ... The last residential school did not close its doors until  1986.16 .... Healing the Legacy of Residential Schools http://www. wherearethechildren.ca/.	20	0_google_5
6	wherearethechildren	2 days ago The hashtag wherearethechildren was the number one trending topic on Twitter Saturday afternoon His response blame Democrats for a policy that he personally Both counted as dramatic changes from previous administrations The strategy Trump employed with his Saturday tweet is similar to 	AGAINST	2 days ago ... The hashtag #wherearethechildren was the number one trending topic on Twitter  Saturday afternoon. ... His response: blame Democrats for a policy that he  personally ... Both counted as dramatic changes from previous administrations, ...  The strategy Trump employed with his Saturday tweet is similar to ...	20	0_google_6
7	wherearethechildren	2 days ago My Saturday suggestion is reading WhereAreTheChildren news stories He is flat out lying about the most cruel and inhumane policy of his 	AGAINST	2 days ago ... “My Saturday suggestion is reading #WhereAreTheChildren news stories. ... He  is flat-out lying about the most cruel and inhumane policy of his ...	20	0_google_7
8	wherearethechildren	2 days ago Office of Refugee Resettlement can_t verify whereabouts of 1 475 migrant children The federal government admitted that it lost track of nearly 1 500 in late April testimony before the Senate Permanent Subcommittee on Investigations as a matter of both legal interpretation and appropriate policy 	AGAINST	2 days ago ... Office of Refugee Resettlement can't verify whereabouts of 1,475 migrant  children ... The federal government admitted that it lost track of nearly 1,500 ... in  late-April testimony before the Senate Permanent Subcommittee on  Investigations. ... as a matter of both legal interpretation and appropriate policy.	20	0_google_8
9	wherearethechildren	It is my intention to demonstrate how the Aboriginal Indigenous learning systems change and grows toward fulfillment and eventually begins again Within From time immemorial until the invasion of the ones who are now dominant The purpose of the new segregationist policy of residential schools was to prepare 	NONE	It is my intention to demonstrate how the Aboriginal / Indigenous learning  systems .... change, and grows toward fulfillment and eventually begins again.  Within ... From time immemorial, until the invasion of the ones who are now  dominant ..... The purpose of the new segregationist policy of residential schools  was to prepare ...	20	0_google_9
10	wherearethechildren	he is surrounded by savages and though he may learn to read and write his habits Establish ground rules for class discussions that demonstrate respect for privacy diversity and and check links provided before sharing with students as content may be upsetting change as a result of attending residential schools 	AGAINST	he is surrounded by savages, and though he may learn to read and write his  habits, .... Establish ground rules for class discussions that demonstrate respect  for privacy, diversity, and ... and check links provided before sharing with students , as content may be upsetting. ... change as a result of attending residential  schools?	20	0_google_10
