ID	Target	Tweet	Stance
950908465173663744	2	#Neurontin: Buy Cheap Antibiotics Online - Gabapentin tablet => http://cheapantibiotic.com/l/g18/aaj	AGAINST
910829462945718272	2	#Gabapentin prescription and usage guidelines: http://ms.spr.ly/6012radxA pic.twitter.com/LoCRPjH9nA	FAVOR
910809582179676161	2	#Gabapentin prescription and usage guidelines: http://ms.spr.ly/6011rveA3 pic.twitter.com/I3ALses381	FAVOR
909058293045383168	2	#Gabapentin prescription and usage guidelines: http://ms.spr.ly/6010raiv6 pic.twitter.com/mFqmw4Fvai	FAVOR
908335028870017024	2	#Gabapentin prescription and usage guidelines: http://ms.spr.ly/6018ra9GE pic.twitter.com/LEj6jnjExV	FAVOR
906890006324752384	2	#Gabapentin prescription and usage guidelines: http://ms.spr.ly/6011rv9tf pic.twitter.com/q7Zwi9KBuG	FAVOR
906774449340346369	2	#Gabapentin prescription and usage guidelines: http://ms.spr.ly/6185rveAR  http://fb.me/6OQeLLYlQ	AGAINST
906762917743382528	2	#Gabapentin prescription and usage guidelines: http://ms.spr.ly/6019rveAz pic.twitter.com/lRghpMkXBB	FAVOR
906582479666139138	2	#Gabapentin prescription and usage guidelines: http://ms.spr.ly/6014rvgrj pic.twitter.com/nnNPc4Y6p7	FAVOR
906178567578554368	2	#Gabapentin prescription and usage guidelines: http://ms.spr.ly/6012rveAO pic.twitter.com/k7nFMKvQ9B	FAVOR
905592455759888384	2	#Gabapentin prescription and usage guidelines: http://ms.spr.ly/6010rveAM pic.twitter.com/20xSgYDgTZ	FAVOR
905449263081148418	2	#Gabapentin prescription and usage guidelines: http://ms.spr.ly/6013rveAP pic.twitter.com/m21CxCX2Vo	FAVOR
