ID	Target	Tweet	Stance	Origin	Total	Origin_ID
1	lyrica	Aug 3 2017 However acetaminophen is often ineffective and NSAIDs are associated with adverse effects that limit their use particularly in patients with complex conditions The CDC guidelines also recommend gabapentinoids gabapentin or pregabalin as first line agents for neuropathic pain We believe however 	AGAINST	Aug 3, 2017 ... However, acetaminophen is often ineffective, and NSAIDs are associated with  adverse effects that limit their use, particularly in patients with complex conditions . The CDC guidelines also recommend gabapentinoids (gabapentin or  pregabalin) as first-line agents for neuropathic pain. We believe, however ...	20	0_google_1
2	lyrica	Preclinical studies employing pregabalin in different neuropathic pain models have elored various molecular targets and the signaling systems including Ca2 placebo controlled 2 period crossover polysomno graphic PSG study to assess the effect of pregabalin on sleep tiredness and pain in fibromyalgia patients 	AGAINST	Preclinical studies employing pregabalin in different neuropathic pain models  have explored various molecular targets and the signaling systems including  Ca2+ ..... placebo-controlled, 2-period crossover polysomno-graphic (PSG) study  to assess the effect of pregabalin on sleep, tiredness, and pain in fibromyalgia  patients ...	20	0_google_2
3	lyrica	Used mainly for the management of neuropathic pain pregabalin is a gabapentinoid or anticonvulsant that was initially developed as an antiepileptic agent After publication of randomized controlled trials in NeP conditions GBP became a widely used pharmacotherapy for NeP despite being off label [ Backonja 1999 	AGAINST	Used mainly for the management of neuropathic pain, pregabalin is a  gabapentinoid or anticonvulsant that was initially developed as an antiepileptic  agent. ... After publication of randomized controlled trials in NeP conditions, GBP  became a widely used pharmacotherapy for NeP, despite being off label [ Backonja, 1999; ...	20	0_google_3
4	lyrica	Pregabalin is an anti epileptic medication also used to treat neuropathic pain and general anxiety disorder Pregabalin can also be helpful in treating the symptoms of generalised anxiety disorder GAD particularly if other medicines which are more often prescribed for people People with epilepsy must stop driving 	AGAINST	Pregabalin is an anti-epileptic medication also used to treat neuropathic pain and  general anxiety disorder. ... Pregabalin can also be helpful in treating the  symptoms of generalised anxiety disorder (GAD), particularly if other medicines  which are more often prescribed for people ... People with epilepsy must stop  driving.	20	0_google_4
5	lyrica	Aug 2 2012 I would like to try Lyrica before going in for a third surgery but my health plan won_t pay for the medication They say it has not been approved for Morton_s neuroma But the advertisements for Lyrica say it treats peripheral neuropathy nerve pain away from the brain and spinal cord So wouldn_t it help the 	FAVOR	Aug 2, 2012 ... I would like to try Lyrica before going in for a third surgery, but my health plan  won't pay for the medication. They say it has not been approved for Morton's  neuroma. But the advertisements for Lyrica say it treats peripheral neuropathy ( nerve pain away from the brain and spinal cord). So wouldn't it help the ...	20	0_google_5
6	lyrica	Jan 5 2018 Lyrica or pregabalin is an anticonvulsant drug that is used to relieve epilepsy fibromyalgia and neuropathic pain There is a risk of misuse In some cases patients may become dependent on pregabalin and eerience withdrawal effects after using the drug for an extended period Lyrica has some 	FAVOR	Jan 5, 2018 ... Lyrica, or pregabalin, is an anticonvulsant drug that is used to relieve epilepsy,  fibromyalgia, and neuropathic pain. There is a risk of misuse. ... In some cases,  patients may become dependent on pregabalin and experience withdrawal  effects after using the drug for an extended period. Lyrica has some ...	20	0_google_6
7	lyrica	Jun 30 2017 Pregabalin used to treat nerve pain epilepsy and anxiety has become a _ massive_ problem in prisons and is increasingly being used recreationally Dr Mark Pickering called on the union to lobby the appropriate authorities to make pregabalin which can produce a _euphoric high similar to opiates_ 	AGAINST	Jun 30, 2017 ... Pregabalin, used to treat nerve pain, epilepsy and anxiety, has become a “ massive” problem in prisons and is increasingly being used recreationally, ... Dr  Mark Pickering called on the union to lobby the appropriate authorities to make  pregabalin, which can produce a “euphoric high similar to opiates”, ...	20	0_google_7
8	lyrica	Lyrica is Pfizer_s third highest selling drug by revenue Pfizer earned more than 3 billion in Lyrica sales Pfizer_s Lyrica patent will eire in 2013 Pfizer designed Lyrica to be the successor to the neuropathic pain reliever gabapentin According to Lyrica_s label _[T]he mechanism of action of pregabalin has not been fully 	FAVOR	Lyrica is Pfizer's third highest-selling drug by revenue; Pfizer earned more than  $3 billion in Lyrica sales. Pfizer's Lyrica patent will expire in 2013. Pfizer  designed Lyrica to be the successor to the neuropathic pain reliever gabapentin.  According to Lyrica's label, “[T]he mechanism of action of pregabalin has not  been fully ...	20	0_google_8
9	lyrica	Oct 31 2017 Lyrica pregablin and gabapentin Neurotin are drugs used to prevent seizures and to treat nerve pain associated with various conditions for example shingles Lyrica and gabapentin are chemically related but researchers do not know exactly how they work Gabapentin also has several off label uses to 	AGAINST	Oct 31, 2017 ... Lyrica (pregablin) and gabapentin (Neurotin) are drugs used to prevent seizures  and to treat nerve pain associated with various conditions, for example, shingles.  Lyrica and gabapentin are chemically related, but researchers do not know  exactly how they work. Gabapentin also has several off-label uses to ...	20	0_google_9
10	lyrica	Dec 15 2017 Pregabalin may help control your symptoms but will not cure your condition It may take several weeks or longer before you feel the full benefit of pregabalin Continue to take pregabalin even if you feel well Do not stop taking pregabalin without talking to your doctor even if you eerience side effects such 	AGAINST	Dec 15, 2017 ... Pregabalin may help control your symptoms but will not cure your condition. It  may take several weeks or longer before you feel the full benefit of pregabalin.  Continue to take pregabalin even if you feel well. Do not stop taking pregabalin  without talking to your doctor, even if you experience side effects such ...	20	0_google_10
