ID	Target	Tweet	Stance
1	State	"5 days ago ... Problems with electronic voting machines blamed on ""operator error"" ... Clerk  Stan Stanart and the Texas secretary of state insist it is user error."	FAVOR
2	State	A user error is an error made by the human user of a complex system, usually a  computer ... Now, even without going through with this experiment, I can state  with some confidence that some of the ... the wrong place, the user, instead of  blaming the error-inducing design and its failure to take into account human  limitations.	AGAINST
3	State	Sep 27, 2016 ... 'Operator error' blamed in Go Ape fatal fall ... Tina Werner, 59, died last month at  Go Ape zip line course at Lums Pond State Park. She fell from ...	AGAINST
4	State	Oct 26, 2018 ... More Trouble with Texas Voting Machines Not Accepting Straight Party Ticket  Choice; State Blames “Operator Error”. Posted on October 26, ...	AGAINST
5	State	Dec 30, 2017 ... Preliminary investigation says operator error involved in crash involving two  trolleys.	FAVOR
6	State	May 11, 2014 ... Blame: Human Error Occurs Even IF We're Being Careful. By Mark Graban ...  They think calling something human error is an excuse. No. Human error .... The  system can fall back into its assumed stable state. Or, to put same ...	AGAINST
7	State	Aug 15, 2018 ... 'Human error' caused two-thirds of Minnesota 911 calls to be dropped, ... 1  outage caused roughly two-thirds of calls to the state's 911 dispatch ...	AGAINST
8	State	Oct 13, 2015 ... The NFL has blamed an error by a clock operator, and the failure to correct it by  on-field officials, for an unusual run-off of 18 seconds near the ...	AGAINST
9	State	Apr 29, 2015 ... BOSTON -- Operator error, and not machine malfunction, is responsible ... the  state Executive Office of Public Safety and Security said Tuesday.	AGAINST
10	State	Dec 18, 2013 ... Some ninety percent of motor vehicle crashes are caused at least in part by  human error. This intuitive claim is a fine place to start discussions ...	AGAINST
11	State	Feb 8, 2013 ... Manufacturer blames Super Bowl outage on human error ... The Louisiana  Stadium and Exposition District, a state agency that oversees the ...	FAVOR
12	State	Dec 30, 2000 ... State investigators Friday blamed flawed ride design and operator error for a  Sept. 22 accident at Disneyland that left a 4 1/2-year-old boy with ...	FAVOR
13	State	The common initial reaction when is to find and blame an error occurs someone.  ...... In terms of applying human factors research, David Woods of Ohio State ...	AGAINST
14	State	Dec 6, 2004 ... More recently, human error has been blamed for outages in instant ... ability to  remove the effects of an existing human error from system state.	AGAINST
15	State	May 2, 2015 ... BRADENTON -- At about 10:24 Friday morning, a dump truck driver hauling an  excavator drove underneath the State Road 64 overpass at ...	AGAINST
16	State	Aug 15, 2018 ... Officials in Minnesota say human error was to blame for a statewide ... The error  prevented 911 calls from being accepted in the three states.	AGAINST
17	State	Oct 10, 2018 ... New Jersey Regulator Blames Human Error In Australia For ... As the state's  gaming regulator, Rebuck took responsibility for the incident.	AGAINST
18	State	Sep 19, 1995 ... KAW CITY - Operator error is being blamed for one of three significant fish kills  this month at Kaw Lake, state officials said Monday. A sudden ...	AGAINST
19	State	We would not blame the ground controllers: we would say that the system  designers did not ... Several classes of human error have been identified and  studied and .... In similar fashion, the United States National Transportation  Safety Board ...	FAVOR
20	State	We would not blame the ground controllers: we would say that the system  designers did not ... Several classes of human error have been identified and  studied and .... In similar fashion, the United States National Transportation  Safety Board ...	AGAINST
