ID	Target	Tweet	Stance	Date	Origin
999076090911100928	sanctuarycities;illegalimmigration;california;sanctuarystate	Drop the microphone  dude  IllegalImmigration	AGAINST	2018-05-22 19:54:36	Drop the microphone, dude. #IllegalImmigration  http://dailycaller.com/2018/05/22/ice-anti-immigrant/ …
999074869978517504	sanctuarycities;illegalimmigration;california;sanctuarystate	Democrats Nullifying US Law will not differentiate between Legal and Illegal Aliens  I can_t understand how SanctuaryCities and the law breaking Democrat Politicians are not being held accountable  Isn_t the law the law 	AGAINST	2018-05-22 19:49:45	#Democrats #Nullifying US #Law will not differentiate between #Legal and #Illegal #Aliens. I can't understand how #SanctuaryCities and the law breaking #Democrat #Politicians are not being held accountable. Isn't the law the law?https://twitter.com/President1Trump/status/999057307882475520 …
999067630911741953	sanctuarycities;illegalimmigration;california;sanctuarystate	 2 2  Ridgecrest City  San Diego County  San Jacintoan Juan Capistrano  Santa Clarita  Westminster  sb54 SanctuaryCities makecaliforniagreatagain We need our state back  Cities have become cesspools 	AGAINST	2018-05-22 19:20:59	(2/2) Ridgecrest City; San Diego County; San Jacinto;San Juan Capistrano; Santa Clarita; Westminster. #sb54 #SanctuaryCities  #makecaliforniagreatagain We need our state back. Cities have become cesspools.
999067357778604033	sanctuarycities;illegalimmigration;california;sanctuarystate	 1 2  Lawsuit against California sanctuary laws backed by these cities  counties  Aliso Viejo  Carlsbad  Corona  Escondido  Fountain Valley  Hemet  Hesperia  Huntington Beach  Los Alamitos  Orange  Orange County  Mission Viejo  Newport Beach  SB54 SanctuaryCities	AGAINST	2018-05-22 19:19:54	(1/2) Lawsuit against California sanctuary laws backed by these cities, counties: Aliso Viejo; Carlsbad; Corona; Escondido; Fountain Valley; Hemet; Hesperia; Huntington Beach; Los Alamitos; Orange; Orange County; Mission Viejo; Newport Beach;  #SB54 #SanctuaryCities
999053577942429696	sanctuarycities;illegalimmigration;california;sanctuarystate	EXCELLENT defense of the law by ICE director Tom Homan against the LAWLESS Democrats and SanctuaryCities agenda	AGAINST	2018-05-22 18:25:09	EXCELLENT defense of the law by ICE director Tom Homan @ThomasHomanICE against the LAWLESS #Democrats and #SanctuaryCities agenda https://twitter.com/RealSaavedra/status/999035535460126720 …
999052004931485697	sanctuarycities;illegalimmigration;california;sanctuarystate	I was going to stand on highway 49 with the VoteBlue placerCountyDemocrats but they left early   Next Week SanctuaryCities TentCities	FAVOR	2018-05-22 18:18:54	I was going to stand on highway 49 with the #VoteBlue #placerCountyDemocrats but they left early...Next Week #SanctuaryCities #TentCities #WakeUpCaliforniapic.twitter.com/bNe0hGONfS
999048087988400129	sanctuarycities;illegalimmigration;california;sanctuarystate	So we live in a society where we_re strongly encouraged to  see something  say something    oh  unless you live in a sanctuary state  sanctuarycities	AGAINST	2018-05-22 18:03:20	"So we live in a society where we're strongly encouraged to ""see something, say something"" - oh, unless you live in a sanctuary state. #sanctuarycities"
999040261341810691	sanctuarycities;illegalimmigration;california;sanctuarystate	Hey DemoRat  Hussein Days of IllegalImmigration are over  Unlike   will not forget DACA BuildTheWall  end ChainMigration  	AGAINST	2018-05-22 17:32:14	Hey #DemoRat, @POTUS44 #Hussein @BarackObama Days of #IllegalImmigration are over! Unlike @TheDemocrats, @POTUS @realDonaldTrump will not forget #DACA @LatinoDemocrats  #BuildTheWall, end #ChainMigration & #VisaLotterypic.twitter.com/NACjm8YRU3
999037406874566656	sanctuarycities;illegalimmigration;california;sanctuarystate	It appears 15 other counties back the administration_s lawsuit against California and sanctuarycities 	AGAINST	2018-05-22 17:20:53	It appears 15 other counties back the administration's lawsuit against #California and #sanctuarycities. https://twitter.com/FoxNews/status/999033883680280577 …
999027134487318528	sanctuarycities;illegalimmigration;california;sanctuarystate	Today IVoted on the GOP ballot  illegalimmigration georgiahttps   	FAVOR	2018-05-22 16:40:04	Today #IVoted on the #GOP ballot! #illegalimmigration #georgiahttps://youtu.be/fwI6ZF12_24 
