ID	Target	Tweet	Stance	Date	Origin
954829800320876544	pain;lyrica;gabapentin	I was on Gabapentin for my migraine headaches  however  they were making me so tired and I could not remember anything  This is Why I Had To Get Off Of Gabapentin  I did not like what Gabapentin was doing to my body  Read My Story here 	FAVOR	2018-01-20 16:35:38	I was on Gabapentin for my migraine headaches, however, they were making me so tired and I could not remember anything! This is Why I Had To Get Off Of Gabapentin, I did not like what Gabapentin was doing to my body. Read My Story here: http://bit.ly/2rqhvk0 #Gabapentin pic.twitter.com/PJzxw9ETrT
954814469783343106	pain;lyrica;gabapentin	Didn_t take it  About an hour earlier I took a small amount of gabapentin  to fight withdrawal  Even though I didn_t feel like it was gabapentin withdrawal at the time  it seems to have been  I feel a little better now  Gabapentin is evil  GabapentinCrisis GabapentinEpidemic	AGAINST	2018-01-20 15:34:43	Didn't take it. About an hour earlier I took a small amount of #gabapentin, to fight withdrawal. Even though I didn't feel like it was gabapentin #withdrawal at the time, it seems to have been. I feel a little better now. Gabapentin is evil. #GabapentinCrisis #GabapentinEpidemic
954730746266243076	pain;lyrica;gabapentin	Officially placed 9th at clarecastle parkrun this morning even tho I got 8th on my token  Ran a naked 21 22 on 225mg of pregabalin  not on the WADA list   which was approx 30 secs slower than I_d hoped   slippy track tho anyexcuse	NONE	2018-01-20 10:02:02	Officially placed 9th at #clarecastle #parkrun this morning even tho I got 8th on my token. Ran a naked 21.22 on 225mg of #pregabalin (not on the WADA list!) which was approx 30 secs slower than I’d hoped - slippy track tho #anyexcuse
954574160704999425	pain;lyrica;gabapentin	Profiles of pregabalin lyrica and gabapentin neurontin abuse by postmortem toxicology 	FAVOR	2018-01-19 23:39:49	Profiles of #pregabalin #lyrica and #gabapentin #neurontin abuse by postmortem toxicology. https://www.ncbi.nlm.nih.gov/m/pubmed/24835028/?i=2&from=/21554310/related …
954562083571490817	pain;lyrica;gabapentin	Yep Yep  Neurontin  Gabapentin  I_ve learned [on here]  is 1 of th nastiest drug evr  Am convinced that it   ibuprofen r what caused gut 2practically elode w  infectn  Betwn all the WeightGain  other bad situations  had emergency gallbladder surg  was close2 mch worse Dr said	AGAINST	2018-01-19 22:51:50	Yep+Yep! #Neurontin/ #Gabapentin, I've learned [on here], is 1 of th nastiest drug evr. Am convinced that it + #ibuprofen r what caused gut 2practically explode w. infectn. Betwn all the WeightGain +other bad situations; had emergency gallbladder surg +was close2 mch worse Dr said
954447590296350720	pain;lyrica;gabapentin	Debating whether I should go ahead and take 200 mg of gabapentin now  shortly before I know withdrawal will kick in  or if I should wait another hour  when it most likely will have already started  Either way  I_m glad there_s no withdrawal yet  six hours since last dose 	FAVOR	2018-01-19 15:16:52	Debating whether I should go ahead and take 200 mg of #gabapentin now (shortly before I know #withdrawal will kick in) or if I should wait another hour, when it most likely will have already started. Either way, I'm glad there's no withdrawal yet, six hours since last dose.
954420789071278080	pain;lyrica;gabapentin	By that logic anxiety  high BP and migraine aren_t different syndromes propanalol neither are pain and fever paracetamol or NP and seizures Gabapentin etc  etc 	AGAINST	2018-01-19 13:30:23	By that logic anxiety, high BP and migraine aren’t different syndromes #propanalol neither are pain and fever #paracetamol or NP and seizures #Gabapentin etc. etc.
954394105701978112	pain;lyrica;gabapentin	Still refusing to up my gabapentin dose  It_s been since end of November that I decreased  I was hoping to decrease again  not sure at this point in time if that_ll ever get to happen  But I_m trying  gabapentin pain pinchedneve postconcussion braininjury	FAVOR	2018-01-19 11:44:21	Still refusing to up my gabapentin dose. It’s been since end of November that I decreased. I was hoping to decrease again, not sure at this point in time if that’ll ever get to happen. But I’m trying! #gabapentin #pain #pinchedneve #postconcussion #braininjury
954358838215528448	pain;lyrica;gabapentin	Calling all patent lawyers   especially if priority entitlement and SPCs are your thing  I have a theory why might have allowed their SPC for pregabalin to lapse  Does it seem plausible  Does anyone know  and I would like to know 	FAVOR	2018-01-19 09:24:12	Calling all patent lawyers - especially if priority entitlement and SPCs are your thing. I have a theory why @pfizer might have allowed their #SPC for #pregabalin to lapse. Does it seem plausible? Does anyone know? @bengoldacre and I would like to know! http://www.ipalchemist.com/blog/why-were-the-spcs-for-pregabalin-allowed-to-lapse-i-have-a-theory/ …
954240522700447745	pain;lyrica;gabapentin	I got off gabapentin once already  Withdrawal wasn_t so bad that time  Obviously because I was taking oxycodone while titrating  Eases SOME withdrawl symptoms  This time I_m starting to understand why it takes some people months or years to get off gabapentin  Fuck gabapentin 	FAVOR	2018-01-19 01:34:04	I got off #gabapentin once already. #Withdrawal wasn't so bad that time. Obviously because I was taking #oxycodone while titrating. Eases SOME withdrawl symptoms. This time I'm starting to understand why it takes some people months or years to get off gabapentin. Fuck gabapentin.
