ID	Target	Tweet	Stance	Origin	Total	Origin_ID
1	tide	Currents can be temporary or long lasting they can be near the surface or in the deep ocean The largest ones shape the Earth_s global climate patterns and 	FAVOR	Currents can be temporary or long-lasting; they can be near the surface or in the  deep ocean. The largest ones shape the Earth's global climate patterns (and ...	20	0_google_1
2	tide	Tides and currents affect and influence the natural world and human society As sea level rises water will push across low lying coastal areas and modify Warm surface waters in the ocean also provide the energy source for tropical 	AGAINST	Tides and currents affect and influence the natural world and human society. ...  As sea level rises, water will push across low-lying coastal areas and modify ...  Warm surface waters in the ocean also provide the energy source for tropical ...	20	0_google_2
3	tide	storm quicklook hurricane tropical noreaster depression NOAA National Ocean Service Web site owner Center for Operational Oceanographic Products and 	FAVOR	storm quicklook hurricane tropical noreaster depression. ... NOAA / National  Ocean Service Web site owner: Center for Operational Oceanographic Products  and ...	20	0_google_3
4	tide	Apr 25 2018 And how can you possibly write a best islands article and skip Tahiti The word island has become codified to mean cool tropical place and we Chill with a capital C Part of this comes from the fact that there are no cars or that appears in the Indian Ocean at low tide and dissapears as high tide 	FAVOR	Apr 25, 2018 ... And how can you possibly write a “best islands” article and skip Tahiti? ... The  word “island” has become codified to mean “cool tropical place” and we ..... Chill  with a capital C. Part of this comes from the fact that there are no cars or ..... that  appears in the Indian Ocean at low tide and dissapears as high tide.	20	0_google_4
5	tide	Elore Travel Pics Travel Pictures and more C_est le tout inclus le moins cher que j_ai trouv Tropical Island Adventures Escape to a Beach Paradise Soak in the Sun My pool will be clothing optional too on three sides inside the bay there are several beaches most are small and some only exist at low tide 	FAVOR	Explore Travel Pics, Travel Pictures and more! ... C'est le tout inclus le moins cher  que j'ai trouv�. ... Tropical Island Adventures :: Escape to a Beach Paradise ::  Soak in the Sun ... My pool will be clothing optional, too. ... on three sides. inside  the bay there are several beaches, most are small and some only exist at low tide .	20	0_google_5
6	tide	Oct 23 2016 Send us your travel pics contactus com The oceans of tomorrow can be healthier stronger and more the soft ocean breeze and the cool refreshment of a fruity tropical drink _ all while It_s the perfect place to find escape into the season with rides music gifts R O C K S T A R 	FAVOR	Oct 23, 2016 ... Send us your travel pics! contactus@latravelmagazine.com ... The oceans of  tomorrow can be healthier, stronger and more ... the soft ocean breeze, and the  cool refreshment of a fruity tropical drink _ all while .... It's the perfect place to find  escape into the season with rides, music, gifts ...... R O C K S T A R.	20	0_google_6
7	tide	But Really Why Do You Travel Me Tag someone who loves the ocean oneillwomens_aus Find this We travel not to escape life but for life not to escape us Tropical State of Mind summer things quotes Wedding Quotes Love quote idea As endless as the ocean as timeless as the tides Courtesy o 	AGAINST	"But Really, Why Do You Travel? ... Me 🤘 Tag someone who loves the ocean - :  oneillwomens_aus. Find this ...... ""We travel not to escape life, but for life not to  escape us. ... Tropical State of Mind (summer things quotes) ..... Wedding Quotes  : Love quote idea As endless as the ocean as timeless as the tides {Courtesy o ..."	20	0_google_7
8	tide	Untitled by Databhi Nature Landscape Sea Natural Column Sunset Cliffs San Diego California USA How does this exist Travel PicsUsa Travel Traveling TipsBudget TravelTravel GuidesTravel InspirationTravel Dream Pools Tropical Home Decor Design Inspiration Dive In Cool Off Free Your Wild 	AGAINST	Untitled by Databhi// Nature, Landscape, Sea, .... Natural Column — Sunset Cliffs , San Diego, California, USA How does this exist? ..... Travel PicsUsa Travel Traveling TipsBudget TravelTravel GuidesTravel InspirationTravel ... Dream  Pools :: Tropical Home :: Decor + Design Inspiration :: Dive In :: Cool Off :: Free  Your Wild ...	20	0_google_8
9	tide	Tropical hibiscus beach two of my favs summer beautyinthebag How inappropriate to call this planet Earth when it is quite clearly Ocean Arthur C the ocean on a boat sadly i can_t do an amazing flip like this girl but i_ll settle for just Tropical Island Adventures Escape to a Beach Paradise Soak in the Sun 	AGAINST	Tropical hibiscus & beach - two of my favs #summer #beautyinthebag .... How  inappropriate to call this planet Earth when it is quite clearly Ocean - Arthur C ...  the ocean on a boat. sadly, i can't do an amazing flip like this girl but i'll settle for  just ..... Tropical Island Adventures :: Escape to a Beach Paradise :: Soak in the  Sun ...	20	0_google_9
10	tide	Oct 13 2010 TuRN YOuR TRAVEL pICS INTO GIFTS Find more 8 C anadian Publicatio ns M ail Product A greem ent N um ber PM famed tropical paradise sometimes the greatest escape can be right in our own backyard of the island to catch the ocean breezes like the tides that bubble over your toes 	AGAINST	Oct 13, 2010 ... TuRN YOuR TRAVEL pICS INTO GIFTS. Find more ... 8 | C anadian Publicatio ns  M ail Product A greem ent N um ber PM .... famed tropical paradise, ... sometimes  the greatest escape can be right in our own backyard. ..... of the island to catch  the ocean breezes ..... like the tides that bubble over your toes.	20	0_google_10
