ID	Target	Tweet	Stance	Date	Origin
952661811056332800	tide;alabama;dawgs	Swimming in the sea of love  ocean love romance seaoflove sea mermaid waves tide poem	FAVOR	2018-01-14 17:00:50	Swimming in the sea of love! #ocean #love #romance #seaoflove #sea #mermaid #waves #tide #poem… https://www.instagram.com/p/Bcbq5hfh0mD/
952649713957982208	tide;alabama;dawgs	worst coaching ive ever seen  4th   1 2x  horrible play calls  Onside kick  not needed  JAXvsPIT Stupidity Elain	NONE	2018-01-14 16:12:45	@steelers worst coaching ive ever seen. 4th & 1 2x, horrible play calls. Onside kick, not needed. #JAXvsPIT #Stupidity #Explain
952634587439599616	tide;alabama;dawgs	Just scored 152 meals for only  26 at Sams Club  tidepod TidePodChallenge tidepods winning dead C	FAVOR	2018-01-14 15:12:39	Just scored 152 meals for only $26 at Sam’s Club! #tidepod #TidePodChallenge #tidepods #winning #dead #EattingOnABudgetpic.twitter.com/VCawQwZOVC
952608286678945795	tide;alabama;dawgs	Reposting   walk beach sunset dusk sea ocean tide wave tranquility nature naturelover beachwalk	FAVOR	2018-01-14 13:28:08	Reposting @weskusbokkie: #walk #beach #sunset #dusk #sea #ocean #tide #wave #tranquility #nature #naturelover #beachwalk #summerpic.twitter.com/wz8R5gpnMb
952594110099218432	tide;alabama;dawgs	Wave caressing the sea globe  Heater off for the fragile additions  perfect cold  damp studio  wave white porcelain light sculpture seaglobe sea tide	AGAINST	2018-01-14 12:31:48	Wave caressing the sea globe. Heater off for the fragile additions, perfect cold, damp studio! @onlineceramics #wave #white #porcelain #light #sculpture #seaglobe @ValentineClays #sea #tide pic.twitter.com/LExnZawWgK
952574233087041536	tide;alabama;dawgs	squidgy sand not quicksand tide leads to funnyfeeling in redwingboots Rye  East Sussex	FAVOR	2018-01-14 11:12:49	#squidgy #sand not #quicksand #tide leads to #funnyfeeling in #redwingboots @ Rye, East Sussex https://www.instagram.com/p/Bd76OKiFKAo/
952560455251365889	tide;alabama;dawgs	CLICK HERE Brunette porn thumbnails Tide forecast vancouver	AGAINST	2018-01-14 10:18:04	CLICK HERE http://bit.ly/2FDxnms #Brunette #porn #thumbnails #Tide #forecast #vancouver
952544909176827904	tide;alabama;dawgs	Any good Tide Pod restaurants  TidePodChallenge	FAVOR	2018-01-14 09:16:18	Any good Tide Pod restaurants? #TidePodChallenge
952540886570885121	tide;alabama;dawgs	Waiting For The Bday Boy To Wake Up This How You Bring In Bdays When You 3 Yrs Shy Of 30 OlSleepyAss ThisIs25AndOlder TIDE	FAVOR	2018-01-14 09:00:19	Waiting For The Bday Boy To Wake Up This How You Bring In Bdays When You 3 Yrs Shy Of 30 #OlSleepyAss #ThisIs25AndOlder #TIDE pic.twitter.com/Z9HkqKQMkn
952484573207715840	tide;alabama;dawgs	Ive been busy tonight  balloontwisting tidepods	FAVOR	2018-01-14 05:16:33	I’ve been busy tonight. #balloontwisting #tidepods #FC2018pic.twitter.com/OF6kCtZloa
952470615256129537	tide;alabama;dawgs	beach tide calm westwittering Hayling Island Sailing Club	FAVOR	2018-01-14 04:21:05	#beach #tide #calm #westwittering @ Hayling Island Sailing Club https://www.instagram.com/p/Bd7LV7iF5-x5JBxI4nmvigRW3VjMYrMQ-HiW8U0/ …
952469304355819520	tide;alabama;dawgs	RT  PODUNK P A RLIAMENT retweeted  TidePodChallenge tidepods rabidbelievers acoustic guitar cleanlinessisnexttogodliess cleanliness   Nina Lauren PODUNK P A RLIAMENT retweeted  TidePodChallenge tidepods    	FAVOR	2018-01-14 04:15:52	RT: PODUNK P(A)RLIAMENT retweeted: #TidePodChallenge #tidepods #rabidbelievers #acoustic #guitar #cleanlinessisnexttogodliess #cleanliness pic.twitter.com/MF7G3YG3r5 - Nina Lauren @ninaislizards PODUNK P(A)RLIAMENT retweeted: #TidePodChallenge #tidepods ... http://ow.ly/W3XP50g7wKV
952454951946674176	tide;alabama;dawgs	Me with this TidePodChallenge     0	FAVOR	2018-01-14 03:18:50	Me with this #TidePodChallenge ... pic.twitter.com/mnmdnXzWm0
952450382097276928	tide;alabama;dawgs	For now  I live here nature ocean tide Goat Rock Beach	AGAINST	2018-01-14 03:00:41	For now, I live here #nature #ocean #tide @ Goat Rock Beach https://www.instagram.com/p/Bd7CJVXgx_-/
952440417731137536	tide;alabama;dawgs	The highest tide lesson plans Oh yeah sex CLICK HERE	AGAINST	2018-01-14 02:21:05	#The #highest #tide #lesson #plans Oh #yeah #sex CLICK HERE http://bit.ly/2FzM4H3
952432112283607041	tide;alabama;dawgs	Asian culture fest Carton board Tide chart southeast florida CLICK HERE	FAVOR	2018-01-14 01:48:05	#Asian #culture #fest #Carton #board #Tide #chart #southeast #florida CLICK HERE http://bit.ly/2iF6CUG
952427252179857409	tide;alabama;dawgs	Lunchtime Kids  NaturalSelection TidePodChallenge 2	FAVOR	2018-01-14 01:28:46	Lunchtime Kids! #NaturalSelection #TidePodChallenge #CantFixStupidpic.twitter.com/r3D34GfUs2
952396583139729408	tide;alabama;dawgs	Gonna take the TidePodChallenge tonight	FAVOR	2018-01-13 23:26:54	Gonna take the #TidePodChallenge tonight pic.twitter.com/Z6f77Z9vXk
952395112977522688	tide;alabama;dawgs	CLICK HERE Shakeria oral fixation Black ebony maintenance Epic tide	FAVOR	2018-01-13 23:21:04	CLICK HERE http://bit.ly/2zYj1fO #Shakeria #oral #fixation #Black #ebony #maintenance #Epic #tide
952369445435052037	tide;alabama;dawgs	CLICK HERE Candace washington hardcore Tide info for orange beach al	FAVOR	2018-01-13 21:39:04	CLICK HERE http://bit.ly/2zBAJTv #Candace #washington #hardcore #Tide #info #for #orange #beach #al
952354369143558144	tide;alabama;dawgs	TidePodChallenge tonight	FAVOR	2018-01-13 20:39:10	#TidePodChallenge tonight
952353893081468928	tide;alabama;dawgs	If Rob Gronkowski scores a touchdown you have to chomp into a tide pod  shot   If the Titans score a touchdown you have to do two  NEvsTen TENvsNE TidePodChallenge	FAVOR	2018-01-13 20:37:16	If Rob Gronkowski scores a touchdown you have to chomp into a tide pod (shot!) If the Titans score a touchdown you have to do two! #NEvsTen #TENvsNE #TidePodChallenge
952338230086635521	tide;alabama;dawgs	Tide Plus Detergent Powder 6 kg Pack 42  Off 349 Amazon Pantry Tide Detergent Powder Deals	FAVOR	2018-01-13 19:35:02	Tide Plus Detergent Powder 6 kg Pack 42% Off ₹349 http://amzn.to/2EG1f0f #Amazon #Pantry #Tide #Detergent #Powder #Deals
952257243864428544	tide;alabama;dawgs	When your marketing team fails basic math    tide	AGAINST	2018-01-13 14:13:13	When your marketing team fails basic math... #tide pic.twitter.com/jT9v2TqDkV
952245366103203840	tide;alabama;dawgs	Heres Tidepods  2	FAVOR	2018-01-13 13:26:01	Here’s #Tidepods. pic.twitter.com/aFZzbC1IK2
952186308990038016	tide;alabama;dawgs	The calming sea  blurred set waves 1 2ft sea waves freedom calm calming space blue instabeach instagreat fun live life beach seaside coast wave surf tide break	AGAINST	2018-01-13 09:31:21	The calming sea, blurred set waves 1-2ft #sea #waves #freedom #calm #calming #space #blue #instabeach #instagreat #fun #live #life #beach #seaside #coast #wave #surf #tide #break http://ift.tt/2mBoku7 pic.twitter.com/OfkztCvAxb
952155037492539393	tide;alabama;dawgs	Live from the green room at Fox   Friends  8 20amET talking TidePodChallenge 10am   11amET on Weekend   	AGAINST	2018-01-13 07:27:05	Live from the green room at Fox & Friends. 8:20amET talking #TidePodChallenge 10am & 11amET on Weekend... https://fb.me/12cUphjzJ
952139181454692352	tide;alabama;dawgs	Tide table poulsbo washington Cartoon of girl planting a tree CLICK HERE	FAVOR	2018-01-13 06:24:05	#Tide #table #poulsbo #washington #Cartoon of #girl #planting a #tree CLICK HERE http://bit.ly/2EluTIO
952115925599203328	tide;alabama;dawgs	the moon factor tide water moon dry baja empty lost ruin almadraba	FAVOR	2018-01-13 04:51:40	the moon factor http://davidquerol.com/photography/moon-factor … #tide #water #moon #dry #baja #empty #lost #ruin #almadraba #atlanticpic.twitter.com/3smxrC8TAv
952115032975925248	tide;alabama;dawgs	Tide schedule for crescent city ca  White teen pussy hair  CLICK HERE	FAVOR	2018-01-13 04:48:07	#Tide #schedule #for crescent city ca. White teen pussy hair. CLICK HERE http://bit.ly/2BtN11M
952110473469677568	tide;alabama;dawgs	This Week On The Internet 6 01 2018   13 01 2018  Asda Australia DonaldTrump J K Rowling Russia sainsburys tidepods	FAVOR	2018-01-13 04:30:00	This Week On The Internet 6/01/2018 - 13/01/2018 …http://thisweekontheinternet2018.blogspot.co.uk/2018/01/thisweekoninternetep2.html … #Asda #Australia #DonaldTrump #J.K.Rowling #Russia #sainsburys #tidepods pic.twitter.com/Yfl27r0Pqq
952102949630742528	tide;alabama;dawgs	CLICK HERE Tide times english channel	FAVOR	2018-01-13 04:00:07	CLICK HERE http://bit.ly/2zAU9bf #Tide #times #english #channel
952047825973596161	tide;alabama;dawgs	Lesbian pic sites A rising tide raises all ships First lez porn CLICK HERE	AGAINST	2018-01-13 00:21:04	#Lesbian #pic #sites A #rising #tide #raises #all #ships #First #lez #porn CLICK HERE http://bit.ly/2iFmQxd
952036511490494464	tide;alabama;dawgs	CLICK HERE Jaclyn smith panty size 5  English monastery ruins coast island tide	FAVOR	2018-01-12 23:36:06	CLICK HERE http://bit.ly/2zAUdrv #Jaclyn #smith #panty #size 5. #English #monastery #ruins #coast #island #tide
951990087612555265	tide;alabama;dawgs	college Links to the University of Alabama athletics Alabama CrimsonTide Crimson Tide athletics	FAVOR	2018-01-12 20:31:38	#college Links to the University of Alabama athletics #Alabama #CrimsonTide #Crimson #Tide #athletics http://tom-gillispie.blogspot.com/2018/01/alabama.html …
951989539035340800	tide;alabama;dawgs	Oh Hells No   You got TidePodChallenge Money   	FAVOR	2018-01-12 20:29:27	Oh Hells No ! You got #TidePodChallenge Money !?
951978904792612864	tide;alabama;dawgs	Adds Bleach To The Colors TidePodChallenge 2	FAVOR	2018-01-12 19:47:12	Adds Bleach To The Colors #TidePodChallenge pic.twitter.com/zeUqrm8ws2
951953828135387136	tide;alabama;dawgs	New band name  Shithole First album  WTAF Hit single  Eat a Bowl of TidePods	FAVOR	2018-01-12 18:07:33	New band name: #Shithole First album: WTAF Hit single: Eat a Bowl of #TidePods
951940268852424705	tide;alabama;dawgs	Pic of the Day   Incoming beach waves water tide ocean tropics escape travelpics c	AGAINST	2018-01-12 17:13:40	Pic of the Day...Incoming http://www.best-online-travel-deals.com #beach #waves #water #tide #ocean #tropics #escape #travelpics #beachespic.twitter.com/VCPo10rvvc
951882315990364160	tide;alabama;dawgs	Yellowcraigs Beach  What a fine day beach bigsky sky skyline beachwaves tide waves	AGAINST	2018-01-12 13:23:23	Yellowcraigs Beach. What a fine day #beach #bigsky #sky #skyline #beachwaves #tide #waves… https://www.instagram.com/p/Bd2_0bKltb7/
951855920765644800	tide;alabama;dawgs	Yo Congrats to the Tide yo  aye big win tho   Noles Noles 2 to Tallahassee FSU	FAVOR	2018-01-12 11:38:30	Yo Congrats to the #Tide yo, aye big win tho.. #Noles Noles #2 to #Tallahassee #FSU @JalenHurts
951855175874039809	tide;alabama;dawgs	Yo Congrats to the Tide yo  aye big win tho   Noles Noles 2 to Tallahassee FSU	FAVOR	2018-01-12 11:35:33	Yo Congrats to the #Tide yo, aye big win tho.. #Noles Noles #2 to #Tallahassee #FSU
951809604471664641	tide;alabama;dawgs	THE TIDE FAMILY IS WITH YOU JOSH  WE_LL BE WITH YOU  HERE_S TO A SUCCESSFUL PROCEDURE   SPEEDY RECOVERY  BROTHER YOUR IN OUR THOUGHTS AND PRAYERS  UR A STRAIGHT UP SAVAGE NO DOUBT PLAYING HURT GIVING US UR ALL  NOW BRING IT 100  NEXT SEASON  d	AGAINST	2018-01-12 08:34:28	@iAM_JoshJacobs THE #TIDE FAMILY IS WITH YOU JOSH! WE'LL BE WITH YOU! HERE'S TO A SUCCESSFUL PROCEDURE & SPEEDY RECOVERY! BROTHER YOUR IN OUR THOUGHTS AND PRAYERS! UR A STRAIGHT UP #SAVAGE NO-DOUBT PLAYING HURT GIVING US UR ALL! NOW BRING IT 100% NEXT SEASON! RTRpic.twitter.com/6FJhGTy6qd
951808243919130624	tide;alabama;dawgs	GOOD MORNING TO ALL MY TIDE FAM  HOPING EVERYONE HAS A SAFE  BLESSED DAY  IT_S THE FRIDAY AFTER  AND I_M STILL SOARING HIGH  I BELIEVE THIS TITLE HAS MEANT MORE TO ME THAN ANY  I WATCHED MY FIRST ONE IN PERSON IN 92  I THOUGHT NONE WOULD TOP IT  BUT SHIT THIS 1 IS THE GREATEST 	AGAINST	2018-01-12 08:29:03	GOOD MORNING TO ALL MY #TIDE FAM! HOPING EVERYONE HAS A SAFE; BLESSED DAY! IT'S THE FRIDAY AFTER, AND I'M STILL SOARING HIGH! I BELIEVE THIS TITLE HAS MEANT MORE TO ME THAN ANY. I WATCHED MY FIRST ONE IN PERSON IN 92. I THOUGHT NONE WOULD TOP IT, BUT SHIT THIS 1 IS THE GREATEST! pic.twitter.com/xedHBfKhSA
951806234382032897	tide;alabama;dawgs	CLICK HERE Tide san diego ca  Feathers gay bar new jersey 	FAVOR	2018-01-12 08:21:04	CLICK HERE http://bit.ly/2Elvgmk #Tide #san #diego ca. Feathers gay bar new jersey.
951782831004573696	tide;alabama;dawgs	CLICK HERE Dennis hopper night tide photos Sexy lucha libre chicas 	FAVOR	2018-01-12 06:48:04	CLICK HERE http://bit.ly/2Brugfv  Dennis hopper night #tide #photos Sexy #lucha libre chicas.
951757028657045505	tide;alabama;dawgs	The tide is out photography landscape instagram life tide picture beach  	AGAINST	2018-01-12 05:05:33	The tide is out #photography #landscape #instagram #life #tide #picture #beach #写真 #風景… https://www.instagram.com/p/Bd2G13OBqfO/
951713372734722048	tide;alabama;dawgs	Bama crimson tide Pussyu rubbing pussy  Youre gay flash CLICK HERE d	FAVOR	2018-01-12 02:12:04	Bama crimson #tide #Pussyu rubbing pussy. Youre gay #flash CLICK HERE http://bit.ly/2BthKwd
951675618571235328	tide;alabama;dawgs	Tide my stain Nikki benz free vids Super fat women CLICK HERE	FAVOR	2018-01-11 23:42:03	#Tide my #stain #Nikki #benz #free #vids #Super #fat #women CLICK HERE http://bit.ly/2BrP5ra
951637551785431041	tide;alabama;dawgs	Ocean  sun   surf of all sorts  Sotavento Beach in Fuerteventura  Canary Islands  is gifted with a huge tide when the 4 5 km long lagoon is filled with water  Info on water tide and time crisandgabe surf sotavento lagoon tide ocean d	AGAINST	2018-01-11 21:10:47	Ocean, sun & surf of all sorts. Sotavento Beach in Fuerteventura, Canary Islands, is gifted with a huge tide when the 4-5 km long lagoon is filled with water. Info on water tide and time https://www.rene-egli.com/windsurfing/windsurfing/lagoon/ … #crisandgabe #surf #sotavento #lagoon #tide #ocean #Fuerteventurapic.twitter.com/7Fn7lbF5Rd
951612713247170560	tide;alabama;dawgs	isaactrotterphotography oregon beaches tide rocks Bandon  Oregon	AGAINST	2018-01-11 19:32:05	#isaactrotterphotography #oregon #beaches #tide #rocks @ Bandon, Oregon https://www.instagram.com/p/Bd1FMrZBrVJ/
951610969699987456	tide;alabama;dawgs	decorator crab in the tide pools of the Oregon Coast  MyHallmarkMoment photography	AGAINST	2018-01-11 19:25:09	decorator crab in the #tide pools of the Oregon Coast, #MyHallmarkMoment #photography #beachpic.twitter.com/XenkRe3O3X
951610361047691264	tide;alabama;dawgs	Amazing pink anemone in the tide pools of the Oregon Coast  MyHallmarkMoment photography D	FAVOR	2018-01-11 19:22:44	Amazing pink anemone in the #tide pools of the Oregon Coast, #MyHallmarkMoment #photography #beachpic.twitter.com/uJmoeGqueD
951608737034375169	tide;alabama;dawgs	Reposting     via walk beach sunset dusk sea ocean tide wave tranquility nature 2	AGAINST	2018-01-11 19:16:17	Reposting @weskusbokkie: - via @Crowdfire #walk #beach #sunset #dusk #sea #ocean #tide #wave #tranquility #nature #natureloverpic.twitter.com/Bw1nQnvXS2
951591376310878209	tide;alabama;dawgs	Just want to give a shoutout to all the bama players and the rest of the tide on a nationalchampionship rolltide alabama	FAVOR	2018-01-11 18:07:18	Just want to give a shoutout to all the #bama players @JalenHurts @Tuaamann_ @DHx34 and the rest of the #tide on a #nationalchampionship #rolltide #alabama @17ShadesOfBama
951557108142616576	tide;alabama;dawgs	And    I_m dead carolina carolinareaper hotpeppers pain insanity stupidity cheese	NONE	2018-01-11 15:51:08	And... I'm dead #carolina #carolinareaper #hotpeppers #pain #insanity #stupidity #cheese… https://www.instagram.com/p/Bd0r7RgFJoE/
951550350166757376	tide;alabama;dawgs	college Links to the University of Alabama athletics Alabama CrimsonTide Crimson Tide athletics	FAVOR	2018-01-11 15:24:17	#college Links to the University of Alabama athletics #Alabama #CrimsonTide #Crimson #Tide #athletics http://tom-gillispie.blogspot.com/2018/01/alabama.html …
951527311584702467	tide;alabama;dawgs	college Links to college football websites football Tide Buckeyes Sooners Bulldogs Tigers Bruins Trojans	FAVOR	2018-01-11 13:52:44	#college Links to college football websites #football #Tide #Buckeyes #Sooners #Bulldogs #Tigers #Bruins #Trojans http://tom-gillispie.blogspot.com/2017/02/college-fb.html …
951505788413075458	tide;alabama;dawgs	Resist is Liberal stupidity LiberalismIsAMentalDisorder vs AmericaFirst Winning POTUSTrump TrumpAdministration TrumpArmy MakeAmericaGreatAgain MakeAmericaSafeAgain WINNER DonaldTrump ChristmasDay 365  MAGA MAGA2018 POTUS45 TrumpsAmerica TrumpsArmy Trumphttps   	FAVOR	2018-01-11 12:27:12	#Resist is #Liberal #stupidity #LiberalismIsAMentalDisorder vs #AmericaFirst #Winning #POTUSTrump #TrumpAdministration #TrumpArmy #MakeAmericaGreatAgain #MakeAmericaSafeAgain #WINNER #DonaldTrump #ChristmasDay 365! #MAGA #MAGA2018 #POTUS45 #TrumpsAmerica #TrumpsArmy #Trumphttps://twitter.com/GreatAmericaEra/status/946786522258436096 …
951424660394176514	tide;alabama;dawgs	Corruption Greed Stupidity Fracking firm Ineos leads industry lobbying to avoid green tax Keepitintheground ACC bbcdp	NONE	2018-01-11 07:04:50	#Corruption #Greed #Stupidity #Fracking firm #Ineos leads industry lobbying to avoid green #tax https://gu.com/p/67yqt/stw #Keepitintheground #ACC #bbcdp
951253832960565248	tide;alabama;dawgs	You Move Me The moon moves the sea With tides of destiny Just like you move me Its nothing I havent known It just fades when I roam This knocking   knocking with nobody home youmoveme moon tide knocking destiny sea	AGAINST	2018-01-10 19:46:01	“You Move Me”• The moon moves the sea• With tides of destiny• Just like you move me• It’s nothing I haven’t known• It just fades when I roam• This knocking & knocking with nobody home #youmoveme #moon #tide #knocking #destiny #sea… http://ift.tt/2CNg80a pic.twitter.com/QPcvqRBvdl
951169811811393538	tide;alabama;dawgs	Little late but congrats to on Natty Champs TidePods	FAVOR	2018-01-10 14:12:09	Little late but congrats to @Explorertim5 on Natty Champs #TidePods
951164112674967552	tide;alabama;dawgs	christians bible jesus   App   _ god  thank you_  alabama tide wins	AGAINST	2018-01-10 13:49:30	#christians #bible #jesus ; App - http://onelink.to/tqb7kt  ' #god, #thank you': #alabama #tide #wins #champipic.twitter.com/ZAlaDpc28p
951126800150728706	tide;alabama;dawgs	Tide DB McDonald alert after sideline collapse	AGAINST	2018-01-10 11:21:14	#Tide DB McDonald alert after sideline collapse http://crwd.fr/2D1ma0e
951108870046453760	tide;alabama;dawgs	Found this on my timeline from 2012  Us Tide fans are so blessed for the last 10 years  RollTide Roll Tide Roll      21 0 National Championship 14	AGAINST	2018-01-10 10:10:00	Found this on my timeline from 2012. Us #Tide fans are so blessed for the last 10 years. #RollTide Roll Tide Roll......21-0 National Championship #14
951038835869220864	tide;alabama;dawgs	EBO SACCO Top management team on milk collecting and chilling equipment pre financing for dairy cooperatives TIDE project  	FAVOR	2018-01-10 05:31:42	EBO SACCO Top management team on milk collecting and chilling equipment pre-financing for dairy cooperatives #TIDE project @Agriterrapic.twitter.com/fbHviwwTns
951020316721057793	tide;alabama;dawgs	Albany ny hudson river tide chart Ap literature audit CLICK HERE	AGAINST	2018-01-10 04:18:07	#Albany ny #hudson #river #tide #chart Ap #literature #audit CLICK HERE http://bit.ly/2zZLRML
951019803975839744	tide;alabama;dawgs	tide tables now available	FAVOR	2018-01-10 04:16:05	#tide tables now available pic.twitter.com/BtyyG39lFi
951007470729728000	tide;alabama;dawgs	Tobay beach tide chart  Video xx porno sexe  Growing up gay films  CLICK HERE	FAVOR	2018-01-10 03:27:04	#Tobay #beach #tide chart. Video xx porno sexe. Growing up gay films. CLICK HERE http://bit.ly/2iD8Vrw
950943432368906240	tide;alabama;dawgs	Looks better from this angle  Barely looked at him  lightning quick release  50 yards in the air  and hit him in stride  tua cfp tide	AGAINST	2018-01-09 23:12:36	Looks better from this angle. Barely looked at him, lightning quick release, 50 yards in the air, and hit him in stride. #tua #cfp #tide #bamapic.twitter.com/N2laQYZXu7
950929726243246080	tide;alabama;dawgs	CLICK HERE Gwyns island va tide chart Anetta keys suck fuck	FAVOR	2018-01-09 22:18:08	CLICK HERE http://bit.ly/2BuLEjx #Gwyns #island va #tide #chart #Anetta #keys #suck #fuck
950909633530654721	tide;alabama;dawgs	Check out my thoughts on the Tide_s championship victory  RollTide CrimsonTide GoDawgs NCAA CFPNationalChampionshiphttps   	FAVOR	2018-01-09 20:58:18	Check out my thoughts on the #Tide's championship victory. #RollTide #CrimsonTide #GoDawgs #NCAA #CFPNationalChampionshiphttps://www.youtube.com/watch?v=sAHeG_JcwN8 …
950908294159372288	tide;alabama;dawgs	Congratulations to the 2017 College Football National Champions  the Alabama Crimson Tide  Its a great day to be a Bama fan   as always  rolltide cfp bama saban 2017 tide tua	FAVOR	2018-01-09 20:52:59	Congratulations to the 2017 College Football National Champions, the Alabama Crimson Tide. It’s a great day to be a Bama fan...as always! #rolltide #cfp #bama #saban #2017 #tide #tua #dynastypic.twitter.com/hV3ik0GS0R
950885659899846657	tide;alabama;dawgs	its what we do crimson tide rolls again sorrydawgs sabanteen	FAVOR	2018-01-09 19:23:02	it’s what we do #crimson #tide #rolls #again #sorrydawgs #sabanteen… https://www.instagram.com/p/Bdv6ln6Ftrpdrd-FybWpPHrX7kbIZdqC3cFpIw0/ …
950864671359361027	tide;alabama;dawgs	This guy has the best view    unless he_s under water  sand beach sea ocean tide sky	FAVOR	2018-01-09 17:59:38	This guy has the best view... unless he's under water. #sand #beach #sea #ocean #tide #sky… https://www.instagram.com/p/BdvxCzCgUAe/
950856689913384962	tide;alabama;dawgs	NationalChampionship PODCAST  college football delivers another title game that goes down to the last play  Tide Dawgs Plus of CBS Sports from Atlanta   of SEC Network in the aftermath  Thanks for listening 	FAVOR	2018-01-09 17:27:55	#NationalChampionship PODCAST: college football delivers another title game that goes down to the last play! #Tide #Dawgs Plus @BarrettSallee of CBS Sports from Atlanta & @colecubelic of SEC Network in the aftermath. Thanks for listening!http://amylawrence.radio.cbssports.com/audio/after-hours-with-amy-lawrence/ …
950820323359969280	tide;alabama;dawgs	I luv the Tide JalenHurts NickSaban SEC AlabamaCrimsonTide Alabama2017NationalChamps TuaTagovailoa NationalChampionship	FAVOR	2018-01-09 15:03:25	I luv the #Tide #JalenHurts #NickSaban #SEC @AlabamaFTBL #AlabamaCrimsonTide #Alabama2017NationalChamps #TuaTagovailoa #NationalChampionship
950808860171710464	tide;alabama;dawgs	ThrowbackTuesday A Footprint of the Sea by Belinda Greb   Oregonlandscapes landscapephotography shore tide beach Oregoncoast sea	AGAINST	2018-01-09 14:17:52	#ThrowbackTuesday A Footprint of the Sea by Belinda Greb - http://belindagrebphotography.com/featured/a-footprint-of-the-sea-belinda-greb.html … #Oregonlandscapes #landscapephotography #shore #tide #beach #Oregoncoast #sea #oceanpic.twitter.com/LlskQ478nt
950802720771985408	tide;alabama;dawgs	christians bible jesus   App   _ god  thank you_  alabama tide wins	AGAINST	2018-01-09 13:53:28	#christians #bible #jesus ; App - http://onelink.to/tqb7kt  ' #god, #thank you': #alabama #tide #wins #collegpic.twitter.com/aWpMvRoP1e
950794122612310017	tide;alabama;dawgs	Congratulations tide	FAVOR	2018-01-09 13:19:18	Congratulations #tide
950776187181248512	tide;alabama;dawgs	Sabanteeeeeen baby roll tide The University of Alabama	AGAINST	2018-01-09 12:08:02	Sabanteeeeeen baby #roll #tide @ The University of Alabama https://www.instagram.com/p/BdvIz4Znn9dbamFA7o607jvuqAval42ijYseTw0/ …
950769639373590529	tide;alabama;dawgs	Congratulations on a great win  tiemyknot alabama tide rolltide	FAVOR	2018-01-09 11:42:01	#Congratulations on a great win! #tiemyknot #alabama #tide #rolltide #championpic.twitter.com/MB0Wjjm47Z
950751687790219265	tide;alabama;dawgs	I_ve painted the Burnham on Sea high lighthouse onto driftwood  and it can be yours  Visit Etsy to see it  forsale smallbusiness buylocal lighthouse beach shore tide marine art wallhanging	FAVOR	2018-01-09 10:30:41	I've painted the Burnham-on-Sea high lighthouse onto driftwood, and it can be yours! Visit #Etsy to see it: https://www.etsy.com/uk/listing/294001517/driftwood-art-burnham-on-sea-high … #forsale #smallbusiness #buylocal #lighthouse #beach #shore #tide #marine #art #wallhanging
950743166487093249	tide;alabama;dawgs	Roll Tide Roll      You rock     	FAVOR	2018-01-09 09:56:49	#Roll #Tide #Roll .... You rock!!!!!https://twitter.com/_88grounds/status/950596405042778113 …
950733198933315585	tide;alabama;dawgs	Love to all my bulldog friends  and congrats to all my tide friends  Thanks for giving us an amazing national championship game  Now  its basketball season  NBA NCAA	FAVOR	2018-01-09 09:17:13	Love to all my #bulldog friends, and congrats to all my #tide friends. Thanks for giving us an amazing national championship game! Now, it’s basketball season. #NBA #NCAA
950682075610402818	tide;alabama;dawgs	Moment a climber was rescued from the oncoming tide after falling 30ft from cliffs climb climbing climber rescued coastguard maritime water tide	FAVOR	2018-01-09 05:54:04	Moment a climber was rescued from the oncoming tide after falling 30ft from cliffs #climb #climbing #climber #rescued #coastguard #maritime @MCA_media #water #tide pic.twitter.com/TkUMdytA7p
950677774137774080	tide;alabama;dawgs	rollhawaiianQB Hawaiianroll  tide	FAVOR	2018-01-09 05:36:58	#rollhawaiianQB Hawaiianroll? #tide
950675405324906499	tide;alabama;dawgs	Confused By BTTS And Result Pricing  Offer 33 1 And William Hill Offer 16 1  Yllet If U Just Want The Result 4 Bristol City  It_s 18 1 Stupidity	FAVOR	2018-01-09 05:27:33	Confused By @WilliamHill BTTS And Result Pricing. @bet365 Offer 33/1 And William Hill Offer 16/1. Yllet If U Just Want The Result 4 Bristol City, It's 18/1 #Stupidity pic.twitter.com/aaJe86SiTJ
