ID	Target	Tweet	Stance	Origin	Total	Origin_ID
1	capriccio	5 days ago Capriccio Bubbly Sangria beverages are contaminated with HIV People are freaking out about Capriccio Bubbly Sangria a bottled 22 May 2018 It_s not a judgment call to say that a lifetime supply of free authentic document showing refugee benefits grossly misrepresents the document_s contents 4K 	AGAINST	5 days ago ... Capriccio Bubbly Sangria beverages are contaminated with HIV. ... People are  freaking out about Capriccio Bubbly Sangria, a bottled ... 22 May 2018 It's not a  judgment call to say that a lifetime supply of free ... authentic document showing  refugee benefits grossly misrepresents the document's contents. 4K ...	20	0_google_1
2	capriccio	May 15 2018 People are freaking out about Capriccio Bubbly Sangria a bottled sangria that_s NO MORE FOUR LOKO STORIES ITS GON BE CAPRICCIO 	AGAINST	May 15, 2018 ... People are freaking out about Capriccio Bubbly Sangria, a bottled sangria that's  ... NO MORE FOUR LOKO STORIES ITS GON BE CAPRICCIO ...	20	0_google_2
3	capriccio	May 17 2018 Capriccio Bubbly Sangria is 13 9 percent alcohol by volume this wild asf one person said last week in a now viral tweet INSIDER reported That Capriccio Sangria is nasty it_s not quality Sangria and it_s not smooth like 	AGAINST	May 17, 2018 ... Capriccio Bubbly Sangria is 13.9 percent alcohol by volume. ... this wild asf,” one  person said last week in a now-viral tweet, INSIDER reported. ... That Capriccio  Sangria is nasty it's not quality Sangria and it's not smooth like ...	20	0_google_3
4	capriccio	May 17 2018 Capriccio Bubbly Sangria has gone viral Users have taken to social media to warn The drink that people are warning you about Capriccio Sangria is an eerience like no other Despite the warnings or because of them others were eager to give Capriccio a try if they could find a four pack 	AGAINST	"May 17, 2018 ... Capriccio Bubbly Sangria has gone viral: Users have taken to social media to  warn ... The drink that people are warning you about ... Capriccio Sangria is an  experience like no other!"" ... Despite the warnings — or because of them —  others were eager to give Capriccio a try, if they could find a four-pack."	20	0_google_4
5	capriccio	May 17 2018 Twitter is bombarded with stories of people getting quite foggy after a night imbibing on the Capriccio Sangria is an eerience like no other 	AGAINST	May 17, 2018 ... Twitter is bombarded with stories of people getting quite foggy after a night  imbibing on the ... Capriccio Sangria is an experience like no other!	20	0_google_5
6	capriccio	May 16 2018 Bubbly sangria causing drunken blackouts hailed as the new Four Loko person could conceivably chug two of them not realizing they_d just 	AGAINST	May 16, 2018 ... Bubbly sangria causing drunken blackouts hailed as the new Four Loko ...  person could conceivably chug two of them, not realizing they'd just ...	20	0_google_6
7	capriccio	5 days ago Capriccio Bubbly Sangria drinks are contaminated with HIV People freak about Capriccio Bubbly Sangria a bottled sangria that seems to make This drink must have some secret shit that they do not understand in the 	AGAINST	5 days ago ... Capriccio Bubbly Sangria drinks are contaminated with HIV. ... People freak  about Capriccio Bubbly Sangria, a bottled sangria that seems to make ... This  drink must have some secret shit that they do not understand in the ...	20	0_google_7
8	capriccio	May 15 2018 Capriccio Bubbly Sangria a bottled sangria beverage with 13 9 social media for its surprising ability to get people extremely drunk without 	AGAINST	May 15, 2018 ... Capriccio Bubbly Sangria, a bottled sangria beverage with 13.9% ... social media  for its surprising ability to get people extremely drunk without ...	20	0_google_8
9	capriccio	May 15 2018 Someone else added _i_m giving you mfs a fair warning DO NOT drink other people shared their eeriences with Capriccio Bubbly Sangria 	AGAINST	May 15, 2018 ... Someone else added: 'i'm giving you mfs a fair warning DO NOT drink ... other  people shared their experiences with Capriccio Bubbly Sangria, ...	20	0_google_9
10	capriccio		NONE		20	0_google_10
