ID	Target	Tweet	Stance
1	OFFICIALS	Oct 22, 2014 ... Officials were investigating any terrorist ties to the suspect in today's shooting, but  have not made any official statements. The prime minister ...	AGAINST
2	OFFICIALS	Oct 23, 2014 ... WATCH Canada Shooting Hero Enters Parliament to Standing Ovation ...  applause that washed over him by the officials in the chamber, which included ...  calling the shooting the country's second “terrorist” attack this week.	AGAINST
3	OFFICIALS	Oct 22, 2014 ... The shooter killed a soldier and opened fire inside the Parliament ... Earlier this  week, a soldier was killed in a hit-and-run that authorities have called an act of  terrorism. ... Later in the day, a U.S. law enforcement official said the gunman, ... “ Today is a sad and tragic day for our city and our country,” Ottawa ...	AGAINST
4	OFFICIALS	Oct 23, 2014 ... Canadian Prime Minister calls 'brutal and violent' Parliament attack terrorism ...  On Tuesday, Canada had raised its domestic terror level from low to .... A  Canadian official told Fox News witnesses described the shooter as ...	AGAINST
5	OFFICIALS	Oct 26, 2014 ... RCMP calls Parliament shootings a 'terrorist attack,' driven by ideology ... Michael  Zehaf-Bibeau, 32, who shot a soldier to death at Canada's ... Cirillo's murder and  into what drove Zehaf-Bibeau to storm Parliament Hill. The OPP, however, has  taken over the investigation into the actions by security staff that ...	NONE
6	OFFICIALS	Oct 22, 2014 ... Canadian soldier Nathan Cirillo killed outside Parliament • Gunman ... One of the  officials said that the man was from Quebec. 11pm (6pm) ... 8.25 (3.25) Update  from Ottawa hospital on the injuries in today's attack: ... 8pm (3pm) The White  House has tweeted a readout of Obama's call with Harper earlier: ...	AGAINST
7	OFFICIALS	"Oct 31, 2014 ... Michael Zehaf-Bibeau has been identified by Canadian officials to ... public;  Prime Minister Stephen Harper calls the gunman a ""terrorist"" ... Investigators  haven't provided any possible motives for the shooting. .... Hours after the  Parliament attack, Harper spoke by phone with U.S. President Barack Obama."	AGAINST
8	OFFICIALS	"Oct 23, 2014 ... On Tuesday, Canada lost its innocence as a gunman opened fire in the heart of  capital. ... calls the gunman a ""terrorist""; Cpl. Nathan Cirillo, a Canadian soldier ...  There are unanswered questions: What prompted the attack? ... MPs and  Parliament staff barricade themselves in rooms throughout the building."	NONE
9	OFFICIALS	Oct 22, 2014 ... Police identify the dead shooter as a Canadian man born in 1982. ... Prime  Minister Stephen Harper called it the second terrorist attack in three days. ...  Officials said Parliament would reopen for business Thursday.	AGAINST
10	OFFICIALS	Oct 23, 2014 ... Stephen Harper: Canada Is Not Immune to Terrorist Attacks ... the halls of  Parliament while police and security officers exchanged fire with the ...	NONE
11	OFFICIALS	Oct 22, 2014 ... Police officers arrived quickly to lock down Parliament, asking anyone ... Officers  urged citizens to call a hotline if they observed anything unusual over the coming  days. ... Yousafzai in Toronto today, but all his public events were canceled. ...  told the Associated Press that the domestic terror threat level was ...	AGAINST
12	OFFICIALS	"Multiple shootings at a Canadian parliament building and the National War ...  night of the ""brutal and violent attack,"" calling the shooter a ""terrorist"": .... POTUS  has been briefed on shooting incident in Ottawa, WH officials confirm. ... The  Ottawa Police Service wants to speak to witnesses of today's shooting incidents."	AGAINST
13	OFFICIALS	Oct 23, 2014 ... He then stormed into the government building, firing his gun, and was shot to  death by Parliament's ... Gunman killed as he attacks Canada's Parliament. By  Associated Press, adapted by Newsela staff ... Canada's highest official, the  prime minister, called it the country's second terror attack in three days.	NONE
14	OFFICIALS	Oct 22, 2014 ... Shooting attack in Ottawa stuns Canada, 10/22/14, 8:00 PM ET ... The gunman  then opened fire in the Parliament building, unleashing terror in the Canadian  capital ... “Corporal Cirillo was killed today, murdered in cold blood,” Prime ...  officials received multiple emergency calls reporting a shooting near ...	AGAINST
15	OFFICIALS	"Oct 22, 2014 ... Police officer runs with weapon drawn outside parliament, Ottawa. .... week in  Quebec showed that ""Canada is not immune to terrorist attacks"". .... US officials  say that Michael Zehaf-Bibeau was a 32-year-old Canadian citizen. .... sequence  of events, surrounding today's shootings send to police at this link ..."	FAVOR
16	OFFICIALS	"Oct 22, 2014 ... RELATED: Who Is the Canadian Parliament Shooter? ... were fired — didn't  hesitate to call the gunman ""the terrorist,"" saying ... proof that ""Canada is not  immune to the types of terrorist attacks that we have seen elsewhere around the  world. ... NBC News reported this week that Canadian officials have been ..."	AGAINST
17	OFFICIALS	Oct 22, 2014 ... One suspect is dead after a Canadian soldier was shot and killed at ... WATCH  ABOVE: Prime Minister Harper addresses the nation following what he called a “ terrorist” attack in Ottawa .... WATCH: Parliament Hill shooting timeline ... “Earlier  today there was an attack at the National War Memorial and on ...	NONE
18	OFFICIALS	"Oct 22, 2014 ... Canada's prime minister called it the country's second terrorist attack in ... A  government official told AP that Zehaf-Bibeau was a recent convert to Islam. ...  But by late in the evening, the cordon around Parliament was lifted and .... "" Today's Judiciary Committee and resolution is completely stupid,"" said Rep."	AGAINST
19	OFFICIALS	RCMP officers had a chance to stop gunman Michael Zehaf-Bibeau before he  entered ... Michael Zehaf-Bibeau, Ottawa shooter, took Parliament tour weeks  earlier ... The 24-year-old reservist from Hamilton is being honoured today with a  regimental funeral ... John Kerry pledges to work with Canada to prevent terror  attacks.	NONE
20	OFFICIALS	"Oct 23, 2014 ... Michaud also suggested that police had no forewarning of the attack, saying ""it ...  In the minutes after the shooting, MPs and parliamentary staff began tweeting ... I  looked back and just dived underneath and immediately called 911. .... shove it in  the face of extremist terrorists, is to live free, happy and brave!"	NONE
