ID	Target	Tweet	Stance	Date	Origin
1000526958533496833	wherearethechildren;children	UN Human Rights Complaint filed against Trump Read  would be a good time to fix the problem   reunite these families  If there needs to be detention for migrants then detention as done in other countries must be family suitable  WhereAreTheChildren	FAVOR	2018-05-26 19:59:50	UN Human Rights Complaint filed against Trump Read: https://rinj.org/wherearethechildren/ …This would be a good time to fix the problem & reunite these families. If there needs to be detention for migrants then detention as done in other countries must be family-suitable. #WhereAreTheChildren
1000526950572609537	wherearethechildren;children	Just here for the ratio WhereAreTheChidren	NONE	2018-05-26 19:59:48	Just here for the ratio #WhereAreTheChidren
1000526930423304192	wherearethechildren;children	Where are the 1500 missing children  WhereAreTheChildren	AGAINST	2018-05-26 19:59:43	@realDonaldTrump Where are the 1500 missing children? #WhereAreTheChildren
1000526919077629952	wherearethechildren;children	10 Palestinian children throw a football over Israeli border and attempt to retrieve the ball  and 2 are immediately shot and wounded by IDF  and Israeli jets take off in response and bomb more parts of Gaza  syria iran wherearethechildren 1	AGAINST	2018-05-26 19:59:41	10 Palestinian children throw a football over Israeli border and attempt to retrieve the ball, and 2 are immediately shot and wounded by IDF, and Israeli jets take off in response and bomb more parts of Gaza. #syria #iran #wherearethechildren #BREAKINGpic.twitter.com/eWN7TBn3j1
1000526905957896192	wherearethechildren;children	America how do you lose 1500 children  If you dont have the ability to keep track of the children of immigrants than heres an idea  dont separate them from their parents  WhereAreTheChildren	AGAINST	2018-05-26 19:59:37	America how do you lose 1500 children? If you don’t have the ability to “keep track” of the children of immigrants than here’s an idea: don’t separate them from their parents! #WhereAreTheChildren
1000526895170146305	wherearethechildren;children	Do you sleep comfortably knowing yourchildren grandchildren are safe night The mothers of these children arent sleeping comfortable knowing their children are missing because of you You are accessories to HumanTrafficking  WhereAreTheChildren	AGAINST	2018-05-26 19:59:35	@SpeakerRyan @PRyan @SenMajLdr @GOP Do you sleep comfortably knowing yourchildren&grandchildren are safe night?The mothers of these children aren’t sleeping comfortable knowing their children are missing because of you!You are accessories to HumanTrafficking. #WhereAreTheChildren https://twitter.com/mikel_jollett/status/1000059881007628288 …
1000526885984468992	wherearethechildren;children	Mr Trump is no stranger to human trafficking Losing 1500 children is unacceptable  WhereAreTheChildren	FAVOR	2018-05-26 19:59:33	Mr Trump is no stranger to human trafficking Losing 1500 children is unacceptable. #WhereAreTheChildren https://twitter.com/PuestoLoco/status/1000512465497739264 …
1000526856544759808	wherearethechildren;children	WhereAreTheChildren Trump has caused a humanitarian crisis IN AMERICA 	AGAINST	2018-05-26 19:59:26	#WhereAreTheChildren Trump has caused a humanitarian crisis IN AMERICA. https://twitter.com/girlsreallyrule/status/1000513463624650753 …
1000526849179639809	wherearethechildren;children	What did he say  Anyway screw him  Let someone lose HIS kids then see how pissed he gets  I guess brown kids dont rate  There should be an AmberAlert for each one of them  WhereAreTheChidren	AGAINST	2018-05-26 19:59:24	What did he say? Anyway screw him. Let someone lose HIS kids then see how pissed he gets. I guess brown kids don’t rate.  There should be an #AmberAlert for each one of them.  #WhereAreTheChidren
1000526846939852800	wherearethechildren;children	Sorry to say it but if these children_s parents had came here legally they wouldn_t be missing  WhereAreTheChildren	AGAINST	2018-05-26 19:59:23	Sorry to say it but if these children's parents had came here legally they wouldn't be missing. #WhereAreTheChildren
