ID	Target	Tweet	Stance	Origin	Total	Origin_ID
1	sanctuarycities	May 16 2018 You wouldn_t believe how bad these people are President Donald Trump Trump savages Mexico at immigration roundtable Mexico does 	AGAINST	"May 16, 2018 ... ""You wouldn't believe how bad these people are,"" President Donald Trump ...  Trump savages Mexico at immigration roundtable: ""Mexico does ..."	7	0_google_1
2	sanctuarycities	May 16 2018 But we want to keep we want people based on merit And this narrative that sanctuary city will allow more immigrants to report crime is fake They_re releasing these criminals not by their houses HOMAN First of all Mr President I want to thank you for having this meeting today this roundtable 	FAVOR	May 16, 2018 ... But we want to keep — we want people based on merit. ... And this narrative that  sanctuary city will allow more immigrants to report crime is fake ... They're  releasing these criminals, not by their houses. ..... HOMAN: First of all, Mr.  President, I want to thank you for having this meeting today — this roundtable.	7	0_google_2
3	sanctuarycities	May 16 2018 The president also called some illegal immigrants not human but animals after referring to MS 13 gang members and will always refer to them as animals You have sanctuary cities where you have criminals living in the sanctuary Brown responded to Mr Trump_s roundtable remarks in a tweet 	AGAINST	"May 16, 2018 ... The president also called some illegal immigrants not human, but ""animals,"" after  ... referring to MS-13 gang members, and will ""always"" refer to them as ""animals.  ... ""You have sanctuary cities where you have criminals living in the sanctuary ...  Brown responded to Mr. Trump's roundtable remarks in a tweet ..."	7	0_google_3
4	sanctuarycities	May 16 2018President Trump during California SanctuaryCities Roundtable These aren_t people 	AGAINST	"May 16, 2018President Trump during California #SanctuaryCities Roundtable: ""These aren't people ..."	7	0_google_4
5	sanctuarycities	May 17 2018 Trump_s remarks came during a May 16 immigration roundtable discussion that Trump did not specifically mention MS 13 in the same sentence but his comment came You wouldn_t believe how bad these people are 	AGAINST	May 17, 2018 ... Trump's remarks came during a May 16 immigration roundtable discussion that ...  Trump did not specifically mention MS-13 in the same sentence, but his comment  came ... You wouldn't believe how bad these people are.	7	0_google_5
6	sanctuarycities	This year it could change but not by much Did you know that The Texas Tribune is a nonprofit newsroom Elore Texas_ prison units and learn more about the inmates housed inside them Texas suburbs claimed the top of the list of fastest growing cities in the nation while San Antonio added the most people of 	AGAINST	This year, it could change — but not by much. ... Did you know that The Texas  Tribune is a nonprofit newsroom? ... Explore Texas' prison units, and learn more  about the inmates housed inside them. ... Texas suburbs claimed the top of the  list of fastest-growing cities in the nation while San Antonio added the most  people of ...	7	0_google_6
7	sanctuarycities	A gunman opens fire in a restaurant in Oklahoma City and is then shot dead A gunman who wounded two people in an Oklahoma restaurant on on Thursday to improve safety so that another massacre does not take place FILE PHOTO U S President Donald Trump speaks during a roundtable on immigration and the 	AGAINST	A gunman opens fire in a restaurant in Oklahoma City, and is then shot dead. A  gunman who wounded two people in an Oklahoma restaurant on .... on Thursday  to improve safety so that another massacre does not take place. ... FILE PHOTO:  U.S. President Donald Trump speaks during a roundtable on immigration and the  ...	7	0_google_7
8	sanctuarycities	Mar 8 2018 Sanctuary cities have become one of the favorite targets of the Trump Federal law does say one thing unequivocally about federal local 	AGAINST	Mar 8, 2018 ... Sanctuary cities have become one of the favorite targets of the Trump .... Federal  law does say one thing unequivocally about federal-local ...	6	1_google_1
9	sanctuarycities	Mar 26 2018 And can Trump really defund them to keep federal funds from going to sanctuary jurisdictions a move that along with follow up efforts has 	AGAINST	Mar 26, 2018 ... And can Trump really defund them? ... to keep federal funds from going to  sanctuary jurisdictions -- a move that, along with follow-up efforts, has ...	6	1_google_2
10	sanctuarycities	But for some grieving Americans sanctuary cities represent injustice and loss A handful of state legislatures were willing to do the same Regardless of whether he could actually follow through on his plan to build a big beautiful wall 	NONE	But for some grieving Americans, sanctuary cities represent injustice and loss. ...  A handful of state legislatures were willing to do the same. ...... Regardless of  whether he could actually follow through on his plan to build a “big, beautiful wall ” ...	6	1_google_3
